"deviceWidth","deviceHeight","touchX","touchY"
"320","534","0.6798","0.3429"
"360","592","0.5361","0.6993"
"320","533","0.1656","0.3171"
"320","534","0.4262","0.6322"
"","","",""
"360","592","0.9376","0.2152"
"320","533","0.6875","0.5891"
"","","",""
"","","",""
"","","",""
"","","",""
"320","534","0.2188","0.7978"
"600","1024","0.3133","0.1436"
"","","",""
"360","640","0.6146","0.7512"
"320","570","0.5301","0.7570"
"","","",""
"320","534","0.9127","0.3990"
"","","",""
"320","427","0.8313","0.0609"
"360","640","0.5861","0.7047"
"800","1280","0.5737","0.4852"
"320","533","0.3125","0.8086"
"320","534","0.9187","0.0599"
"","","",""
"360","640","0.6167","0.2594"
"360","640","0.1389","0.9172"
"360","640","0.1722","0.0766"
"360","640","0.9204","0.0333"
"601","962","0.5158","0.5135"
"412","732","0.9209","0.0125"
"","","",""
"","","",""
"320","480","0.9875","0.0665"
"360","640","0.3333","0.7281"
"360","594","0.9237","0.0547"
"","","",""
"","","",""
"320","480","0.4469","0.7271"
"","","",""
"360","640","0.4139","0.5344"
"","","",""
"320","533","0.6750","0.4315"
"360","640","0.5611","0.9359"
"","","",""
"360","640","0.5201","0.6105"
"","","",""
"360","640","0.9667","0.5891"
"","","",""
"","","",""
"360","592","0.3731","0.6684"
"320","534","0.7667","0.5218"
"","","",""
"320","534","0.9584","0.5087"
"","","",""
"360","640","0.8944","0.2813"
"360","640","0.9111","0.0328"
"360","592","0.5090","0.7047"
"360","640","0.3944","0.7609"
"360","640","0.9875","0.0695"
"","","",""
"320","570","0.9938","0.0632"
"320","534","0.2813","0.6255"
"360","640","0.5583","0.6859"
"360","640","0.3444","0.4953"
"320","522","0.5677","0.9623"
"","","",""
"600","1024","0.7900","0.5850"
"","","",""
"320","534","0.5572","0.7219"
"320","240","0.9656","0.9083"
"","","",""
"320","455","0.6125","0.4066"
"","","",""
"320","522","0.0406","0.8161"
"360","592","0.5333","0.6622"
"360","640","0.4972","0.7125"
"","","",""
"","","",""
"","","",""
"600","1024","0.7050","0.6650"
"360","640","0.2486","0.9273"
"","","",""
"","","",""
"","","",""
"","","",""
"360","592","0.6200","0.7089"
"360","640","0.8944","0.0156"
"","","",""
"320","480","0.4250","0.8667"
"","","",""
"320","534","0.5062","0.6255"
"360","640","0.5160","0.6542"
"360","592","0.2219","0.9815"
"800","1280","0.4888","0.7352"
"360","640","0.0139","0.3875"
"","","",""
"360","594","0.9834","0.9445"
"320","533","0.5062","0.5910"
"","","",""
"","","",""
"360","592","0.1886","0.9992"
"","","",""
"360","640","0.9306","0.0266"
"360","640","0.4611","0.6609"
"360","640","0.5028","0.5906"
"","","",""
"","","",""
"","","",""
"320","534","0.0418","0.9575"
"","","",""
"320","533","0.6438","0.7242"
"","","",""
"","","",""
"360","592","0.4327","0.7064"
"360","640","0.6325","0.6971"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"360","592","0.7833","0.3328"
"360","592","0.3495","0.1798"
"600","976","0.5250","0.5973"
"360","592","0.5028","0.5287"
"320","534","0.9624","0.0625"
"320","534","0.4262","0.7955"
"","","",""
"","","",""
"360","640","0.3717","0.5948"
"","","",""
"","","",""
"","","",""
"320","533","0.4281","0.9681"
"","","",""
"360","640","0.5875","0.6758"
"600","917","0.3083","0.1320"
"","","",""
"","","",""
"","","",""
"360","640","0.4341","0.8098"
"360","592","0.6389","0.4882"
"","","",""
"","","",""
"","","",""
"360","640","0.1500","0.3953"
"","","",""
"360","592","0.8502","0.7486"
"640","360","0.5000","0.9556"
"","","",""
"360","640","0.8750","0.1156"
"","","",""
"320","522","0.5322","0.7858"
"320","533","0.3594","0.9400"
"360","640","0.0361","0.9297"
"320","480","0.5844","0.6646"
"360","640","0.0167","0.0500"
"600","976","0.2767","0.1004"
"360","592","0.0417","0.8885"
"","","",""
"","","",""
"","","",""
"360","592","0.7722","0.5642"
"800","1280","0.8187","0.2945"
"360","640","0.9194","0.9812"
"","","",""
"360","640","0.0630","0.7010"
"320","534","0.5125","0.6011"
"","","",""
"360","640","0.9264","0.0555"
"320","534","0.0625","0.2285"
"360","640","0.9611","0.0766"
"","","",""
"320","480","0.8125","0.0563"
"360","640","0.5500","0.5297"
"360","640","0.3667","0.6219"
"360","640","0.9167","0.0500"
"360","592","0.4833","0.9122"
"","","",""
"640","1019","0.7562","0.6840"
"","","",""
"360","592","0.0222","0.5524"
"320","525","0.8125","0.4971"
"360","640","0.5611","0.9141"
"","","",""
"360","640","0.5167","0.5188"
"360","640","0.8537","0.3042"
"320","427","0.9344","0.0913"
"","","",""
"360","640","0.0167","0.3969"
"","","",""
"","","",""
"","","",""
"","","",""
"360","640","0.7417","0.7406"
"360","640","0.2694","0.1187"
"600","976","0.3190","0.1187"
"360","640","0.7250","0.9953"
"320","533","0.6594","0.5704"
"360","592","0.4480","0.7148"
"","","",""
"360","640","0.2150","0.9672"
"1024","600","0.9502","0.0567"
"","","",""
"320","533","0.2062","0.9531"
"360","640","0.5891","0.6074"
"","","",""
"360","592","0.3454","0.0135"
"360","640","0.4167","0.7297"
"360","640","0.5111","0.5734"
"360","640","0.0611","0.1328"
"320","534","0.8566","0.5087"
"360","640","0.9454","0.0615"
"360","640","0.4926","0.4083"
"360","592","0.2778","0.1064"
"","","",""
"360","640","0.5049","0.5035"
"","","",""
"320","570","0.4283","0.4311"
"360","640","0.6241","0.7896"
"","","",""
"360","640","0.5778","0.6734"
"","","",""
"","","",""
"","","",""
"","","",""
"600","1024","0.5333","0.6572"
"320","533","0.5250","0.8799"
"","","",""
"","","",""
"320","533","0.9938","0.4991"
"320","534","0.9019","0.0425"
"","","",""
"360","592","0.5770","0.6650"
"360","592","0.4854","0.6962"
"320","480","0.9500","0.2646"
"","","",""
"320","534","0.1148","0.7838"
"","","",""
"360","640","0.8667","0.0781"
"360","592","0.7060","0.8693"
"600","976","0.3633","0.1219"
"320","534","0.5198","0.7400"
"360","592","0.4494","0.5722"
"","","",""
"320","533","0.9219","0.1820"
"320","534","0.3173","0.6163"
"","","",""
"600","1024","0.8233","0.0459"
"600","976","0.5900","0.6650"
"600","1024","0.9700","0.0488"
"","","",""
"360","640","0.9806","0.0516"
"360","640","0.4910","0.9352"
"","","",""
"","","",""
"","","",""
"360","640","0.5806","0.7578"
"360","640","0.5250","0.6094"
"360","592","0.9320","0.0852"
"","","",""
"320","522","0.9127","0.0077"
"","","",""
"360","640","0.5007","0.6401"
"360","592","0.8669","0.8920"
"360","640","0.2861","0.6547"
"","","",""
"","","",""
"600","1024","0.7183","0.4434"
"320","533","0.5156","0.4991"
"320","570","0.8753","0.1192"
"360","640","0.5528","0.1969"
"","","",""
"","","",""
"640","360","0.9758","0.1153"
"","","",""
"360","640","0.9815","0.0552"
"360","592","0.4868","0.7300"
"360","640","0.2125","0.5352"
"360","640","0.9057","0.0429"
"","","",""
"320","534","0.7089","0.3641"
"320","533","0.0531","0.0901"
"320","533","0.4656","0.5460"
"800","1280","0.7662","0.5781"
"600","1024","0.7217","0.5000"
"360","592","0.5118","0.6794"
"320","533","0.0469","0.8368"
"","","",""
"320","569","0.3656","0.4833"
"360","592","0.2500","0.3514"
"640","1019","0.3250","0.9951"
"360","640","0.9639","0.0656"
"360","640","0.2816","0.1350"
"600","1024","0.4700","0.5010"
"","","",""
"360","640","0.3889","0.6969"
"360","640","0.6917","0.0109"
"","","",""
"601","914","0.6775","0.6567"
"320","570","0.1082","0.4727"
"360","592","0.1442","0.0878"
"","","",""
"360","592","0.4547","0.8325"
"","","",""
"","","",""
"640","336","0.9219","0.0833"
"768","976","0.9818","0.0430"
"","","",""
"320","534","0.5407","0.4938"
"360","640","0.8685","0.0510"
"","","",""
"360","640","0.6611","0.6984"
"360","640","0.8585","0.3435"
"360","640","0.3583","0.8141"
"600","1024","0.9950","0.0273"
"360","640","0.9167","0.0641"
"360","640","0.5673","0.6526"
"360","640","0.5326","0.0851"
"","","",""
"360","640","0.5667","0.6500"
"","","",""
"360","640","0.5550","0.8990"
"360","616","0.8361","0.0422"
"360","592","0.2649","0.1131"
"","","",""
"360","640","0.5180","0.6288"
"","","",""
"","","",""
"360","640","0.5185","0.6521"
"480","806","0.3958","0.6377"
"360","640","0.1351","0.9526"
"320","533","0.5219","0.8949"
"600","976","0.6800","0.6537"
"320","533","0.4406","0.7317"
"320","534","0.5261","0.6500"
"320","534","0.1850","0.7194"
"","","",""
"","","",""
"640","360","0.5316","0.8918"
"320","534","0.6848","0.6238"
"360","640","0.6972","0.4375"
"","","",""
"360","640","0.9111","0.0328"
"360","640","0.8278","0.4125"
"320","533","0.8219","0.8161"
"","","",""
"360","640","0.3639","0.4938"
"320","533","0.8938","0.4109"
"","","",""
"600","1024","0.0583","0.9717"
"600","976","0.3733","0.4252"
"320","240","0.1094","0.3958"
"320","522","0.1580","0.1123"
"","","",""
"","","",""
"","","",""
"360","592","0.3024","0.7460"
"600","1024","0.2267","0.6094"
"800","1280","0.9912","0.0375"
"320","570","0.6279","0.5607"
"360","640","0.4052","0.4185"
"320","480","0.6844","0.0000"
"360","640","0.9759","0.0490"
"","","",""
"360","640","0.7972","0.9391"
"360","592","0.5398","0.6796"
"360","592","0.2720","0.8695"
"360","640","0.8444","0.0500"
"600","1024","0.1700","0.4111"
"","","",""
"360","640","0.4944","0.5594"
"360","592","0.3773","0.6152"
"320","534","0.5469","0.5824"
"360","592","0.0000","0.6520"
"","","",""
"600","1024","0.5350","0.7842"
"","","",""
"","","",""
"320","534","0.9875","0.0599"
"360","640","0.5583","0.6672"
"","","",""
"","","",""
"600","1024","0.2400","0.5371"
"320","533","0.5188","0.6811"
"769","1360","0.4239","0.6581"
"320","533","0.3219","0.1501"
"","","",""
"320","570","0.9439","0.0713"
"","","",""
"","","",""
"320","533","0.1000","0.0188"
"","","",""
"","","",""
"320","533","0.8281","0.4841"
"320","533","0.6969","0.7542"
"360","640","0.7226","0.2927"
"360","640","0.4417","0.3203"
"","","",""
"600","976","0.5433","0.9395"
"360","640","0.2538","0.7057"
"","","",""
"320","534","0.3347","0.1434"
"360","592","0.7060","0.7570"
"600","1024","0.5983","0.4756"
"360","640","0.8528","0.0203"
"","","",""
"360","592","0.3068","0.9933"
"","","",""
"600","1024","0.2300","0.3955"
"","","",""
"360","640","0.9611","0.9859"
"320","534","0.5634","0.4277"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"320","490","0.9437","0.0816"
"360","592","0.9778","0.0068"
"","","",""
"360","592","0.6340","0.7425"
"600","1024","0.1450","0.5850"
"320","533","0.2437","0.9193"
"","","",""
"","","",""
"","","",""
"320","570","0.8469","0.0439"
"320","534","0.9624","0.0588"
"320","533","0.5313","0.8987"
"320","534","0.9563","0.3408"
"534","320","0.0588","0.0856"
"","","",""
"360","640","0.5587","0.9172"
"360","640","0.6778","0.4922"
"320","522","0.1977","0.3849"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"534","320","0.8938","0.0605"
"320","533","0.5687","0.6098"
"320","534","0.8873","0.0263"
"320","534","0.8958","0.4170"
"360","640","0.5236","0.5242"
"","","",""
"320","534","0.4844","0.9476"
"360","640","0.5500","0.6250"
"600","1024","0.0017","0.1201"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"320","401","0.9000","0.0449"
"","","",""
"","","",""
"360","640","0.9556","0.9656"
"360","640","0.9500","0.0516"
"320","533","0.5281","0.6567"
"320","490","0.4469","0.7347"
"320","534","0.5468","0.6309"
"","","",""
"600","976","0.5714","0.3065"
"","","",""
"","","",""
"320","534","0.4782","0.9526"
"360","640","0.2691","0.4496"
"","","",""
"360","592","0.9083","0.0473"
"360","640","0.4230","0.6807"
"360","640","0.3528","0.7391"
"","","",""
"360","597","0.1859","0.0561"
"600","1024","0.3400","0.1348"
"320","533","0.2156","0.8011"
"320","533","0.5625","0.6473"
"","","",""
"360","640","0.1318","0.9984"
"601","937","0.3760","0.8047"
"","","",""
"320","480","0.0219","0.5083"
"360","640","0.5463","0.5927"
"320","401","0.7281","0.4863"
"","","",""
"","","",""
"320","569","0.5094","0.9209"
"","","",""
"360","640","0.3222","0.1094"
"320","496","0.0000","0.0685"
"360","640","0.3056","0.6703"
"540","912","0.9556","0.0400"
"360","640","0.5083","0.6594"
"320","534","0.3737","0.4750"
"320","533","0.9688","0.0675"
"320","534","0.8518","0.1175"
"","","",""
"","","",""
"360","640","0.8516","0.0281"
"","","",""
"360","640","0.7917","0.8750"
"","","",""
"","","",""
"360","640","0.0000","0.6344"
"320","533","0.2188","0.3809"
"","","",""
"320","534","0.6341","0.7207"
"","","",""
"360","592","0.4494","0.9958"
"320","570","0.8087","0.6192"
"","","",""
"","","",""
"320","533","0.8156","0.9869"
"360","640","0.6352","0.4896"
"360","592","0.5326","0.7233"
"","","",""
"","","",""
"360","640","0.4083","0.5453"
"320","533","0.9938","0.8799"
"360","640","0.9098","0.0062"
"360","640","0.9806","0.0461"
"320","534","0.5405","0.6347"
"360","640","0.6472","0.5375"
"","","",""
"360","592","0.2389","0.3682"
"320","480","0.9313","0.1167"
"","","",""
"320","534","0.9667","0.3840"
"360","640","0.9039","0.0260"
"360","640","0.2150","0.9820"
"320","570","0.8794","0.0257"
"","","",""
"","","",""
"","","",""
"360","640","0.7750","0.1750"
"","","",""
"320","534","0.3646","0.3958"
"600","1024","0.6850","0.5752"
"320","534","0.5281","0.2905"
"320","480","0.2906","0.0833"
"","","",""
"360","640","0.9583","0.0563"
"","","",""
"360","592","0.9667","0.7697"
"","","",""
"","","",""
"360","592","0.0388","0.0832"
"","","",""
"320","533","0.8719","0.0150"
"","","",""
"360","640","0.1872","0.9102"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"360","592","0.5944","0.6926"
"320","522","0.4511","0.9287"
"","","",""
"360","592","0.4222","0.7196"
"360","640","0.1028","0.5266"
"320","533","0.3312","0.1426"
"600","976","0.5300","0.9426"
"320","480","0.4688","0.7750"
"320","533","0.9938","0.7842"
"360","640","0.4972","0.9500"
"","","",""
"360","592","0.6944","0.7838"
"800","1280","0.5069","0.3855"
"","","",""
"320","480","0.6000","0.5917"
"320","534","0.9645","0.0638"
"","","",""
"","","",""
"","","",""
"360","592","0.9157","0.0721"
"360","592","0.3911","0.4009"
"320","427","0.6000","0.3466"
"360","640","0.2630","0.1198"
"600","1024","0.4967","0.9316"
"320","534","0.3888","0.0935"
"","","",""
"360","592","0.5423","0.6853"
"360","640","0.5472","0.6875"
"","","",""
"600","976","0.6383","0.0891"
"360","640","0.5444","0.6984"
"320","534","0.8981","0.0474"
"320","533","0.1313","0.1295"
"","","",""
"","","",""
"","","",""
"320","533","0.9938","0.4991"
"600","1024","0.4183","0.7510"
"360","640","0.9445","0.0505"
"","","",""
"","","",""
"360","640","0.6204","0.8490"
"","","",""
"","","",""
"","","",""
"","","",""
"320","480","0.6156","0.4813"
"","","",""
"320","533","0.5469","0.8218"
"","","",""
"600","1024","0.9533","0.0029"
"600","1024","0.9133","0.0146"
"360","640","0.4889","0.9203"
"","","",""
"360","640","0.9389","0.0984"
"","","",""
"360","592","0.1306","0.0963"
"320","534","0.9646","0.1223"
"360","592","0.3241","0.5450"
"360","640","0.0500","0.7656"
"360","592","0.5284","0.6777"
"","","",""
"","","",""
"360","640","0.2685","0.9667"
"360","592","0.4306","0.6503"
"360","640","0.2667","0.7562"
"360","640","0.9569","0.0508"
"","","",""
"360","592","0.5509","0.6396"
"360","640","0.9611","0.0688"
"360","594","0.1082","0.9925"
"360","640","0.5978","0.9789"
"360","640","0.5852","0.6526"
"320","534","0.5842","0.2107"
"320","533","0.6875","0.7598"
"320","533","0.7969","0.0150"
"","","",""
"","","",""
"360","640","0.9306","0.9641"
"360","640","0.6833","0.8031"
"320","570","0.4969","0.6332"
"","","",""
"320","522","0.8074","0.0981"
"360","640","0.5756","0.9899"
"600","976","0.5083","0.6732"
"","","",""
"320","522","0.3555","0.1531"
"600","1024","0.8867","0.0166"
"","","",""
"320","522","0.9969","0.7548"
"360","592","0.5139","0.6014"
"320","480","0.9563","0.0667"
"360","640","0.4089","0.9537"
"360","640","0.0681","0.2898"
"480","752","0.5458","0.8218"
"360","640","0.5537","0.6771"
"","","",""
"320","534","0.5616","0.3938"
"600","1024","0.0167","0.3525"
"","","",""
"360","640","0.8889","0.7172"
"360","592","0.5500","0.7179"
"","","",""
"","","",""
"360","640","0.0167","0.3469"
"360","640","0.9482","0.0406"
"","","",""
"360","592","0.5167","0.3801"
"","","",""
"320","534","0.5385","0.6334"
"360","592","0.6061","0.9992"
"","","",""
"","","",""
"360","640","0.5361","0.9250"
"360","640","0.9000","0.5531"
"","","",""
"640","994","0.1594","0.7696"
"320","533","0.2813","0.3715"
"","","",""
"360","640","0.1389","0.5188"
"360","640","0.9319","0.5617"
"","","",""
"360","592","0.5770","0.7292"
"360","592","0.3079","0.1257"
"","","",""
"360","640","0.3883","0.7892"
"","","",""
"320","533","0.7750","0.1895"
"","","",""
"360","640","0.9648","0.0604"
"","","",""
"","","",""
"320","534","0.8857","0.0287"
"360","640","0.3606","0.9899"
"320","522","0.9844","0.0536"
"320","533","0.5250","0.6454"
"","","",""
"","","",""
"360","640","0.4926","0.7214"
"360","640","0.4750","0.7828"
"","","",""
"","","",""
"320","533","0.3469","0.6004"
"360","592","0.5381","0.7376"
"600","1024","0.9567","0.0498"
"360","640","0.3167","0.4594"
"360","592","0.2746","0.1679"
"","","",""
"320","533","0.8938","0.1257"
"","","",""
"","","",""
"","","",""
"","","",""
"360","592","0.3939","0.4262"
"360","640","0.3111","0.1219"
"320","533","0.6062","0.4428"
"","","",""
"600","1024","0.4817","0.6631"
"360","640","0.5634","0.6314"
"320","534","0.6258","0.7943"
"360","640","0.1389","0.1688"
"360","592","0.5270","0.7334"
"320","427","0.2656","0.3138"
"","","",""
"","","",""
"360","592","0.7351","0.3047"
"360","640","0.5361","0.6719"
"360","640","0.5204","0.6365"
"","","",""
"","","",""
"600","976","0.2683","0.9395"
"","","",""
"600","1024","0.6133","0.7871"
"360","640","0.6477","0.9016"
"","","",""
"","","",""
"","","",""
"360","592","0.6865","0.8777"
"600","1024","0.5900","0.7783"
"600","1024","0.7133","0.5762"
"320","522","0.5281","0.9057"
"360","640","0.5796","0.5823"
"360","592","0.2053","0.6895"
"","","",""
"320","533","0.6375","0.8105"
"360","640","0.4069","0.3398"
"360","592","0.8972","0.0912"
"601","962","0.9551","0.3669"
"360","640","0.5639","0.6250"
"320","570","0.5489","0.8703"
"360","640","0.6481","0.9740"
"360","640","0.4491","0.9099"
"360","640","0.3917","0.9437"
"320","534","0.3909","0.6322"
"","","",""
"360","640","0.4889","0.6719"
"360","640","0.5298","0.9087"
"","","",""
"360","640","0.3111","0.1453"
"360","640","0.5056","0.6328"
"360","640","0.4500","0.7422"
"360","592","0.0389","0.8581"
"360","597","0.6435","0.6561"
"","","",""
"","","",""
"600","1024","0.8017","0.8320"
"360","640","0.2667","0.1141"
"","","",""
"","","",""
"600","953","0.5250","0.8353"
"","","",""
"360","640","0.9611","0.0500"
"600","976","0.1998","0.7754"
"360","640","0.5083","0.9422"
"360","592","0.6033","0.5562"
"360","592","0.6269","0.7342"
"","","",""
"360","640","0.5500","0.6219"
"","","",""
"360","640","0.4389","0.8328"
"320","480","0.8500","0.4500"
"","","",""
"","","",""
"","","",""
"","","",""
"360","640","0.5194","0.5250"
"","","",""
"","","",""
"320","522","0.4823","0.9874"
"","","",""
"","","",""
"","","",""
"","","",""
"320","480","0.5514","0.9189"
"600","976","0.4883","0.6506"
"","","",""
"360","640","0.8500","0.0313"
"320","534","0.5181","0.5606"
"360","640","0.2917","0.1219"
"","","",""
"360","640","0.5139","0.6156"
"","","",""
"360","640","0.8115","0.5879"
"320","533","0.4875","0.8462"
"","","",""
"","","",""
"360","640","0.0072","0.6684"
"320","522","0.9542","0.0888"
"","","",""
"360","640","0.8861","0.0234"
"360","640","0.9459","0.0867"
"360","592","0.5340","0.6785"
"","","",""
"360","640","0.5229","0.9173"
"","","",""
"","","",""
"360","640","0.2185","0.0521"
"","","",""
"","","",""
"320","480","0.5500","0.9292"
"600","1024","0.1450","0.6514"
"360","640","0.5444","0.9250"
"360","592","0.5617","0.8102"
"600","1024","0.3550","0.0059"
"","","",""
"360","592","0.2732","0.0920"
"320","534","0.1232","0.3163"
"","","",""
"","","",""
"360","640","0.9213","0.0630"
"360","640","0.3917","0.7500"
"360","592","0.6500","0.5372"
"360","640","0.5778","0.6750"
"","","",""
"","","",""
"","","",""
"600","976","0.8850","0.0072"
"360","592","0.6056","0.6858"
"320","534","0.5313","0.6311"
"","","",""
"320","533","0.6000","0.8311"
"360","592","0.8960","0.0219"
"360","640","0.9472","0.0563"
"360","640","0.9139","0.9828"
"600","1024","0.8150","0.2949"
"","","",""
"406","722","0.3139","0.1455"
"","","",""
"","","",""
"320","533","0.2687","0.6379"
"360","640","0.5292","0.6211"
"320","534","0.8852","0.0625"
"600","1024","0.6867","0.2725"
"360","640","0.2319","0.1508"
"360","640","0.7833","0.0078"
"","","",""
"","","",""
"","","",""
"360","640","0.0611","0.8000"
"640","360","0.6859","0.7222"
"768","1024","0.2396","0.1240"
"","","",""
"","","",""
"320","534","0.5720","0.8038"
"","","",""
"600","1024","0.5767","0.6563"
"","","",""
"360","592","0.5589","0.4625"
"","","",""
"360","640","0.3389","0.9031"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"360","640","0.3747","0.8834"
"","","",""
"360","640","0.1278","0.5078"
"","","",""
"","","",""
"360","592","0.4840","0.3975"
"","","",""
"320","533","0.4219","0.4259"
"320","480","0.8250","0.1583"
"","","",""
"","","",""
"600","1024","0.5800","0.6816"
"","","",""
"","","",""
"","","",""
"320","533","0.8344","0.9681"
"","","",""
"","","",""
"320","534","0.2000","0.9513"
"","","",""
"360","592","0.2639","0.6807"
"360","640","0.3481","0.9781"
"320","533","0.7875","0.3809"
"360","640","0.2861","0.0984"
"320","480","0.0281","0.5708"
