"deviceWidth","deviceHeight","touchX","touchY"
"600","1024","0.3917","0.1787"
"","","",""
"600","1024","0.6300","0.3623"
"","","",""
"","","",""
"","","",""
"600","1024","0.7067","0.3623"
"320","533","0.3531","0.1107"
"360","594","0.3232","0.7780"
"600","1024","0.9133","0.2979"
"","","",""
"768","1024","0.9609","0.8750"
"600","1024","0.3433","0.6240"
"","","",""
"360","640","0.7111","0.7625"
"600","1024","0.5333","0.6914"
"320","533","0.3406","0.6754"
"","","",""
"600","1024","0.2833","0.7510"
"","","",""
"","","",""
"","","",""
"","","",""
"360","640","0.1926","0.9198"
"360","640","0.4167","0.5453"
"320","534","0.4283","0.6359"
"","","",""
"","","",""
"","","",""
"600","1024","0.6833","0.5781"
"320","534","0.4906","0.5063"
"600","1024","0.4667","0.1592"
"","","",""
"","","",""
"320","534","0.9709","0.2219"
"","","",""
"360","640","0.4750","0.5375"
"","","",""
"600","1024","0.5600","0.6299"
"360","640","0.4889","0.4813"
"","","",""
"320","480","0.2969","0.1812"
"360","592","0.8214","0.2484"
"","","",""
"","","",""
"360","640","0.9182","0.0742"
"","","",""
"600","1024","0.1933","0.4863"
"320","533","0.1906","0.0713"
"","","",""
"","","",""
"600","976","0.7642","0.0144"
"","","",""
"360","640","0.9417","0.0281"
"360","640","0.4944","0.6672"
"320","533","0.2781","0.8405"
"","","",""
"","","",""
"800","1232","0.0200","0.0146"
"320","534","0.5738","0.7793"
"320","533","0.3531","0.1295"
"320","534","0.0977","0.9963"
"600","1024","0.0467","0.5518"
"","","",""
"","","",""
"","","",""
"","","",""
"360","640","0.2389","0.8453"
"360","594","0.7628","0.7780"
"","","",""
"320","480","0.2219","0.2604"
"","","",""
"","","",""
"320","533","0.9969","0.1557"
"360","592","0.4944","0.5473"
"","","",""
"360","592","0.4806","0.7179"
"320","480","0.6406","0.8146"
"","","",""
"","","",""
"360","640","0.9306","0.6438"
"320","570","0.1656","0.3561"
"","","",""
"","","",""
"320","534","0.1691","0.0263"
"","","",""
"800","1280","0.7588","0.1984"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"320","533","0.6000","0.7392"
"","","",""
"","","",""
"","","",""
"360","592","0.0924","0.1924"
"320","570","0.8800","0.9968"
"320","534","0.4000","0.4981"
"320","533","0.6750","0.6191"
"","","",""
"601","962","0.3494","0.1029"
"","","",""
"","","",""
"","","",""
"360","640","0.9403","0.0164"
"320","533","0.1969","0.7430"
"600","1024","0.9333","0.9854"
"360","592","0.4399","0.7222"
"","","",""
"","","",""
"360","640","0.1870","0.2802"
"360","640","0.5875","0.8273"
"320","240","0.0219","0.1583"
"360","592","0.8779","0.3308"
"600","1024","0.1583","0.0293"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"320","570","0.3181","0.1355"
"600","1024","0.2200","0.5264"
"600","1024","0.6633","0.7393"
"","","",""
"","","",""
"","","",""
"600","1024","0.2767","0.0342"
"","","",""
"","","",""
"","","",""
"320","522","0.2328","0.1595"
"360","640","0.8000","0.6734"
"","","",""
"800","1280","0.0775","0.7914"
"","","",""
"","","",""
"360","640","0.3444","0.4000"
"320","240","0.1094","0.4042"
"","","",""
"600","1024","0.5650","0.7490"
"","","",""
"320","534","0.3604","0.7241"
"600","1024","0.9333","0.2803"
"","","",""
"","","",""
"","","",""
"360","640","0.6519","0.3177"
"320","533","0.5437","0.9193"
"360","592","0.2913","0.1283"
"360","640","0.9750","0.4031"
"320","570","0.0769","0.1063"
"600","1024","0.7767","0.3457"
"600","1024","0.8367","0.3252"
"","","",""
"360","640","0.4972","0.5891"
"360","640","0.6472","0.5875"
"","","",""
"600","1024","0.6833","0.6338"
"","","",""
"320","534","0.5470","0.5750"
"","","",""
"","","",""
"360","640","0.9459","0.2451"
"360","592","0.7490","0.6254"
"","","",""
"","","",""
"","","",""
"320","534","0.1767","0.0586"
"","","",""
"320","570","0.3438","0.6807"
"320","480","0.3063","0.2125"
"320","534","0.5687","0.2921"
"","","",""
"360","592","0.3361","0.1149"
"","","",""
"600","1024","0.3283","0.1211"
"","","",""
"","","",""
"360","640","0.2500","0.1125"
"360","640","0.5639","0.5875"
"320","570","0.2401","0.2034"
"360","640","0.7722","0.1156"
"360","640","0.2940","0.9594"
"406","722","0.4598","0.6984"
"320","533","0.6344","0.8030"
"","","",""
"","","",""
"320","534","0.4979","0.6954"
"","","",""
"","","",""
"320","534","0.3812","0.6648"
"360","640","0.9417","0.0484"
"360","640","0.6361","0.5188"
"360","640","0.9583","0.9828"
"","","",""
"360","592","0.4083","0.6571"
"360","640","0.9083","0.0187"
"800","1232","0.9850","0.9578"
"360","640","0.5130","0.7198"
"360","640","0.5492","0.5800"
"","","",""
"320","570","0.6778","0.0888"
"","","",""
"320","524","0.5405","0.7167"
"360","640","0.9611","0.0484"
"","","",""
"","","",""
"","","",""
"360","568","0.8488","0.3817"
"640","360","0.9615","0.1454"
"","","",""
"360","640","0.9972","0.0500"
"","","",""
"360","640","0.5157","0.9193"
"360","640","0.7878","0.0086"
"","","",""
"360","640","0.7472","0.8016"
"360","640","0.5417","0.6344"
"320","533","0.8250","0.7730"
"","","",""
"","","",""
"360","640","0.7018","0.7432"
"360","640","0.9168","0.8579"
"360","640","0.9583","0.0531"
"360","640","0.7667","0.7281"
"320","570","0.7069","0.4977"
"","","",""
"360","640","0.7290","0.5606"
"360","592","0.8750","0.0000"
"360","640","0.8667","0.0250"
"","","",""
"","","",""
"","","",""
"","","",""
"320","534","0.4802","0.1197"
"","","",""
"360","640","0.1556","0.0563"
"360","640","0.5333","0.8234"
"600","1024","0.4850","0.7725"
"360","640","0.7778","0.3844"
"360","592","0.9556","0.5148"
"","","",""
"320","533","0.6719","0.6398"
"360","592","0.7667","0.8311"
"360","640","0.8685","0.0167"
"","","",""
"","","",""
"","","",""
"360","640","0.9251","0.0304"
"360","640","0.9250","0.5031"
"360","640","0.4924","0.9820"
"360","592","0.3056","0.8733"
"360","640","0.0000","0.9625"
"","","",""
"640","360","0.9719","0.0541"
"","","",""
"600","1024","0.2933","0.1211"
"","","",""
"","","",""
"","","",""
"","","",""
"360","640","0.4563","0.8657"
"320","534","0.5469","0.9251"
"","","",""
"","","",""
"","","",""
"","","",""
"360","640","0.0333","0.0336"
"360","640","0.3472","0.7078"
"","","",""
"","","",""
"320","533","0.8938","0.2101"
"","","",""
"360","592","0.4333","0.9155"
"320","534","0.5218","0.8865"
"","","",""
"360","592","0.5284","0.7334"
"800","1280","0.9550","0.0180"
"360","592","0.9487","0.0743"
"360","640","0.4722","0.5437"
"360","640","0.8556","0.0563"
"360","592","0.4854","0.6777"
"","","",""
"","","",""
"","","",""
"","","",""
"360","594","0.9431","0.0850"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"360","592","0.6056","0.6926"
"","","",""
"","","",""
"","","",""
"601","914","0.0499","0.4270"
"320","534","0.7526","0.9277"
"320","533","0.3656","0.7205"
"320","534","0.3591","0.6150"
"320","534","0.7562","0.7828"
"","","",""
"600","976","0.5767","0.2203"
"360","640","0.9028","0.0281"
"360","592","0.9704","0.5186"
"","","",""
"","","",""
"360","640","0.9361","0.0391"
"600","976","0.2817","0.1445"
"","","",""
"360","640","0.5019","0.9932"
"360","640","0.0610","0.2873"
"","","",""
"","","",""
"600","1024","0.8383","0.0732"
"","","",""
"360","640","0.8169","0.3169"
"","","",""
"","","",""
"","","",""
"320","533","0.7031","0.8030"
"360","640","0.4937","0.6576"
"","","",""
"","","",""
"320","522","0.9063","0.0000"
"320","533","0.3750","0.4034"
"480","752","0.6458","0.5957"
"360","640","0.9056","0.0328"
"800","1280","0.4353","0.3015"
"360","640","0.2261","0.8197"
"360","640","0.1942","0.9859"
"600","1024","0.4717","0.6426"
"320","533","0.1906","0.0582"
"","","",""
"","","",""
"","","",""
"360","640","0.2566","0.0859"
"360","640","0.9454","0.0870"
"320","534","0.0531","0.7903"
"360","592","0.4979","0.6785"
"","","",""
"360","640","0.2954","0.9977"
"360","640","0.5583","0.6656"
"","","",""
"640","360","0.4078","0.9111"
"","","",""
"360","592","0.4938","0.2160"
"","","",""
"","","",""
"","","",""
"360","640","0.9222","0.7000"
"320","570","0.5509","0.6881"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"320","534","0.9647","0.0798"
"320","533","0.6250","0.4278"
"320","533","0.4125","0.5779"
"600","1024","0.7183","0.4775"
"360","640","0.5306","0.6984"
"","","",""
"360","640","0.9387","0.0911"
"","","",""
"360","640","0.5881","0.8353"
"","","",""
"","","",""
"320","534","0.5052","0.6234"
"320","570","0.0915","0.1507"
"","","",""
"360","640","0.9778","0.1585"
"","","",""
"","","",""
"","","",""
"320","522","0.6507","0.9542"
"600","976","0.0133","0.4672"
"","","",""
"","","",""
"320","534","0.2046","0.9300"
"600","1024","0.7017","0.8213"
"","","",""
"360","592","0.4646","0.6996"
"","","",""
"","","",""
"320","534","0.9750","0.0899"
"","","",""
"","","",""
"","","",""
"320","522","0.5740","0.7522"
"320","427","0.7125","0.5574"
"","","",""
"","","",""
"","","",""
"600","1024","0.4067","0.8271"
"","","",""
"","","",""
"360","592","0.5354","0.7275"
"320","570","0.2781","0.8719"
"360","640","0.9611","0.0578"
"360","640","0.3556","0.9891"
"600","1024","0.9817","0.0439"
"","","",""
"320","533","0.5781","0.6773"
"360","640","0.5681","0.6398"
"600","1024","0.4633","0.5664"
"320","480","0.6500","0.7333"
"360","615","0.6611","0.4959"
"360","592","0.9500","0.0574"
"","","",""
"","","",""
"600","1024","0.8367","0.9336"
"360","640","0.6667","0.5156"
"","","",""
"360","640","0.2278","0.9641"
"360","640","0.6694","0.3375"
"","","",""
"","","",""
"","","",""
"","","",""
"320","533","0.4688","0.5084"
"600","1024","0.6967","0.6836"
"360","640","0.5333","0.6438"
"360","592","0.4111","0.9510"
"800","1280","0.9663","0.0313"
"","","",""
"","","",""
"","","",""
"","","",""
"360","592","0.5340","0.7503"
"320","534","0.5738","0.4389"
"600","976","0.5850","0.8473"
"480","800","0.9542","0.0413"
"","","",""
"360","640","0.4065","0.5911"
"320","534","0.2813","0.5993"
"360","640","0.4722","0.5156"
"","","",""
"","","",""
"360","592","0.2358","0.0346"
"320","570","0.9094","0.0000"
"","","",""
"360","640","0.6083","0.7266"
"360","592","0.6519","0.7891"
"","","",""
"360","640","0.5500","0.6500"
"360","640","0.9722","0.0563"
"","","",""
"360","640","0.4161","0.5839"
"360","640","0.3179","0.2789"
"","","",""
"360","640","0.2028","0.3078"
"600","1024","0.9900","0.0430"
"360","640","0.9556","0.0500"
"360","640","0.1361","0.4531"
"800","1280","0.4662","0.9953"
"320","480","0.3531","0.8562"
"360","592","0.9333","0.0642"
"600","1024","0.7467","0.7734"
"360","640","0.9528","0.0563"
"800","1280","0.9525","0.0094"
"320","533","0.8219","0.7355"
"360","640","0.9472","0.0531"
"","","",""
"320","570","0.5177","0.6565"
"320","569","0.5062","0.6942"
"","","",""
"","","",""
"360","592","0.6782","0.8541"
"600","1024","0.2200","0.2588"
"360","640","0.4343","0.7818"
"360","640","0.9362","0.0539"
"320","533","0.6563","0.7373"
"","","",""
"600","1024","0.7867","0.4463"
"320","533","0.0187","0.5966"
"","","",""
"360","592","0.3467","0.7435"
"","","",""
"640","360","0.8064","0.0707"
"","","",""
"360","640","0.3352","0.3146"
"","","",""
"","","",""
"","","",""
"360","640","0.2167","0.7312"
"320","533","0.7188","0.2533"
"","","",""
"320","533","0.9812","0.9493"
"320","534","0.8981","0.1546"
"360","592","0.3250","0.5676"
"","","",""
"","","",""
"800","1232","0.5625","0.4748"
"","","",""
"600","1024","0.4967","0.6426"
"","","",""
"","","",""
"800","1280","0.9587","0.0148"
"320","480","0.1750","0.2792"
"","","",""
"","","",""
"","","",""
"360","592","0.5243","0.7308"
"","","",""
"360","592","0.5548","0.7570"
"","","",""
"320","569","0.6333","0.7842"
"","","",""
"320","522","0.6757","0.0485"
"","","",""
"360","640","0.9500","0.0906"
"320","534","0.0000","0.0993"
"","","",""
"","","",""
"","","",""
"","","",""
"360","640","0.5028","0.5938"
"","","",""
"320","534","0.3500","0.5562"
"320","534","0.6383","0.5736"
"320","534","0.9457","0.0625"
"","","",""
"","","",""
"600","1024","0.2067","0.9092"
"","","",""
"360","640","0.6172","0.0117"
"","","",""
"320","480","0.9719","0.0688"
"360","640","0.4167","0.6969"
"","","",""
"","","",""
"","","",""
"360","640","0.5645","0.6206"
"","","",""
"320","533","0.5375","0.5966"
"360","640","0.8946","0.9563"
"360","640","0.4875","0.6570"
"","","",""
"360","640","0.9306","0.0797"
"600","1024","0.2083","0.0625"
"320","534","0.1106","0.6463"
"320","480","0.9313","0.0792"
"","","",""
"320","534","0.9248","0.0713"
"360","640","0.9481","0.0573"
"","","",""
"","","",""
"360","640","0.4806","0.7641"
"360","640","0.6241","0.4458"
"600","976","0.2817","0.0594"
"","","",""
"360","640","0.4130","0.6146"
"320","427","0.0000","0.2787"
"","","",""
"360","640","0.0513","0.2373"
"","","",""
"","","",""
"","","",""
"","","",""
"360","592","0.3426","0.1401"
"320","570","0.6403","0.4977"
"","","",""
"","","",""
"","","",""
"360","640","0.0361","0.1281"
"","","",""
"360","640","0.9222","0.0578"
"600","1024","0.5700","0.4990"
"","","",""
"320","534","0.3202","0.1858"
"","","",""
"320","533","0.5219","0.9024"
"600","1024","0.8383","0.1719"
"","","",""
"","","",""
"360","640","0.3972","0.9437"
"320","570","0.8938","0.0474"
"360","592","0.4103","0.7616"
"320","534","0.7692","0.6022"
"","","",""
"","","",""
"320","480","0.7719","0.8417"
"","","",""
"360","592","0.0666","0.8439"
"360","640","0.5881","0.4223"
"320","533","0.4969","0.6304"
"360","640","0.0319","0.3398"
"","","",""
"320","480","0.8969","0.5313"
"360","592","0.0777","0.1139"
"","","",""
"","","",""
"360","640","0.5097","0.6414"
"","","",""
"600","1024","0.5217","0.8750"
"320","570","0.7969","0.4614"
"360","592","0.4632","0.5545"
"360","640","0.3153","0.7195"
"600","976","0.6807","0.1794"
"320","534","0.0021","0.1110"
"360","640","0.9196","0.0593"
"320","533","0.1969","0.2345"
"","","",""
"","","",""
"320","533","0.4969","0.9043"
"","","",""
"320","534","0.2906","0.8352"
"600","1024","0.6117","0.6934"
"360","640","0.1720","0.9610"
"360","640","0.1722","0.3688"
"360","640","0.5574","0.6542"
"600","1024","0.1850","0.1855"
"320","533","0.8875","0.0338"
"600","1024","0.9767","0.0537"
"360","640","0.3917","0.6500"
"320","534","0.1688","0.0562"
"","","",""
"360","640","0.2944","0.1500"
"","","",""
"","","",""
"320","534","0.4426","0.6113"
"360","640","0.6216","0.7319"
"","","",""
"320","533","0.3563","0.6417"
"","","",""
"360","640","0.3000","0.0625"
"360","640","0.6972","0.3281"
"360","592","0.9094","0.0281"
"360","568","0.9972","0.4028"
"320","534","0.6813","0.4401"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"360","592","0.4563","0.5967"
"320","522","0.6937","0.3525"
"360","640","0.9986","0.0437"
"360","640","0.7741","0.8271"
"360","592","0.0707","0.2490"
"360","640","0.9709","0.0554"
"","","",""
"360","640","0.5630","0.6458"
"","","",""
"","","",""
"360","640","0.7111","0.5516"
"","","",""
"360","640","0.8778","0.5016"
"320","534","0.7125","0.1461"
"600","1024","0.5733","0.9316"
"480","752","0.4063","0.4176"
"360","640","0.4250","0.5875"
"360","640","0.8745","0.0305"
"320","534","0.8906","0.0487"
"320","480","0.4000","0.1875"
"","","",""
"","","",""
"320","533","0.6281","0.3827"
"320","480","0.3969","0.7417"
"360","640","0.4097","0.5539"
"360","592","0.4951","0.6887"
"360","616","0.9681","0.0600"
"320","534","0.5125","0.5955"
"","","",""
"360","640","0.9583","0.9906"
"320","496","0.5188","0.1250"
"360","592","0.8724","0.0177"
"360","592","0.5889","0.6639"
"320","533","0.2781","0.0638"
"360","592","0.5659","0.7055"
"","","",""
"360","592","0.9348","0.0625"
"","","",""
"","","",""
"360","640","0.4494","0.7900"
"","","",""
"360","640","0.5270","0.6456"
"320","533","0.4906","0.7486"
"","","",""
"600","976","0.9817","0.0400"
"412","732","0.5921","0.7943"
"360","592","0.4938","0.9022"
"601","914","0.9663","0.0355"
"600","1024","0.8067","0.6865"
"360","640","0.3667","0.0906"
"","","",""
"360","592","0.3303","0.5204"
"320","533","0.4156","0.7148"
"320","533","0.5375","0.9381"
"360","640","0.6111","0.7531"
"360","640","0.7861","0.7234"
"","","",""
"","","",""
"","","",""
"320","533","0.5469","0.9944"
"320","533","0.5938","0.6717"
"360","640","0.9739","0.2151"
"320","534","0.5551","0.6534"
"360","592","0.5625","0.6985"
"360","640","0.5278","0.4922"
"","","",""
"360","592","0.2857","0.8946"
"360","615","0.4833","0.5447"
"320","534","0.9582","0.1463"
"360","592","0.3856","0.7899"
"360","640","0.6111","0.8031"
"320","534","0.4802","0.9050"
"320","521","0.5563","0.6910"
"","","",""
"360","616","0.9043","0.0300"
"","","",""
"320","533","0.6875","0.5460"
"360","640","0.0430","0.9625"
"360","592","0.9015","0.0616"
"320","240","0.7562","0.4250"
"320","533","0.2281","0.0488"
"320","534","0.5031","0.9377"
"","","",""
"","","",""
"360","640","0.2944","0.9391"
"320","533","0.4094","0.6904"
"320","533","0.6312","0.8049"
"320","533","0.5750","0.6266"
"","","",""
"320","427","0.9437","0.2412"
"360","640","0.5000","0.6203"
"360","592","0.5056","0.7196"
"","","",""
"320","480","0.2813","0.0896"
"","","",""
"320","533","0.9469","0.2176"
"360","592","0.5481","0.6988"
"","","",""
"360","640","0.2122","0.8610"
"360","640","0.9444","0.0359"
"320","533","0.4719","0.9512"
"320","534","0.7662","0.6663"
"","","",""
"320","427","0.2281","0.1358"
"320","534","0.2109","0.7363"
"","","",""
"","","",""
"360","640","0.2250","0.3281"
"360","640","0.4194","0.9250"
"","","",""
"","","",""
"360","640","0.3662","0.5457"
"360","640","0.2778","0.8281"
"","","",""
"","","",""
"600","976","0.4973","0.7440"
"320","533","0.4844","0.9550"
"320","533","0.8406","0.7805"
"360","592","0.3967","0.4718"
"360","640","0.7972","0.6219"
"600","1024","0.3117","0.1240"
"320","533","0.5875","0.6435"
"","","",""
"360","640","0.8426","0.0354"
"320","533","0.8469","0.9944"
"","","",""
"320","534","0.7119","0.6575"
"","","",""
"","","",""
"320","522","0.0062","0.0523"
"","","",""
"320","533","0.8594","0.3077"
"600","1024","0.1483","0.4111"
"320","427","0.4375","0.7049"
"","","",""
"800","1280","0.5400","0.8500"
"360","640","0.2289","0.9711"
"","","",""
"320","533","0.6125","0.7430"
"360","640","0.4889","0.9156"
"600","1024","0.5767","0.3496"
"","","",""
"360","603","0.1667","0.1957"
"320","480","0.0219","0.5083"
"","","",""
"","","",""
"","","",""
"","","",""
"360","592","0.4716","0.2802"
"320","533","0.0625","0.8105"
"600","976","0.3909","0.5789"
"","","",""
"360","592","0.6167","0.7044"
"320","533","0.1563","0.1576"
"","","",""
"600","1024","0.5450","0.6055"
"","","",""
"","","",""
"600","1024","0.9750","0.0518"
"","","",""
"","","",""
"320","533","0.0719","0.9287"
"","","",""
"360","640","0.5833","0.7688"
"320","533","0.8187","0.0131"
"","","",""
"360","591","0.6185","0.4151"
"320","570","0.6175","0.7278"
"","","",""
"","","",""
"360","592","0.2871","0.7832"
"360","640","0.9500","0.0359"
"","","",""
"","","",""
"360","592","0.8863","0.1165"
"320","480","0.3219","0.9646"
"360","592","0.6142","0.0017"
"","","",""
"360","640","0.3472","0.9437"
"360","640","0.6000","0.9109"
"","","",""
"320","534","0.5842","0.9289"
"","","",""
"600","1024","0.4383","0.7451"
"","","",""
"600","1024","0.4650","0.4023"
"","","",""
"360","640","0.5667","0.9531"
"","","",""
"","","",""
"360","592","0.9043","0.0304"
"600","976","0.7733","0.3422"
"","","",""
"","","",""
"","","",""
"","","",""
"360","640","0.5722","0.6797"
"360","640","0.5514","0.9242"
"320","534","0.4509","0.9100"
"360","640","0.4870","0.6417"
"360","592","0.0000","0.5473"
"360","592","0.5645","0.7393"
"360","640","0.4667","0.6094"
"","","",""
"320","569","0.9563","0.7030"
"","","",""
"320","522","0.4938","0.7280"
"600","1024","0.9783","0.0371"
"360","592","0.5201","0.9933"
"320","533","0.0219","0.1707"
"360","592","0.5398","0.6982"
"360","640","0.5409","0.6870"
"360","640","0.5617","0.6261"
"","","",""
"360","640","0.5472","0.6609"
"320","533","0.1031","0.1782"
"360","598","0.6944","0.6555"
"320","533","0.7281","0.6341"
"","","",""
"360","640","0.3232","0.7963"
"","","",""
"360","592","0.8944","0.0304"
"","","",""
"320","534","0.0936","0.3354"
"600","1024","0.6283","0.8320"
"","","",""
"360","592","0.5667","0.6807"
"360","640","0.4111","0.8609"
"","","",""
"800","1280","0.5537","0.9953"
"360","598","0.5278","0.7291"
"","","",""
"320","534","0.8438","0.0262"
"600","976","0.7200","0.6598"
"360","640","0.4755","0.9526"
"","","",""
"360","592","0.9972","0.0523"
"360","592","0.4556","0.6149"
"320","534","0.6722","0.1338"
"","","",""
"360","640","0.5148","0.9052"
"598","360","0.1472","0.7972"
"360","592","0.3715","0.9123"
"360","592","0.2441","0.1122"
"","","",""
"","","",""
"360","640","0.2802","0.5738"
"360","640","0.2488","0.9974"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"360","640","0.3778","0.6219"
"","","",""
"","","",""
"","","",""
"360","592","0.1387","0.5545"
"360","640","0.2806","0.2219"
"","","",""
"","","",""
"","","",""
"600","1024","0.9650","0.0068"
"","","",""
"","","",""
"360","640","0.0204","0.9885"
"","","",""
"","","",""
"600","1024","0.9617","0.1113"
"","","",""
"","","",""
"320","534","0.0480","0.2038"
"","","",""
"360","592","0.3620","0.6718"
"600","1024","0.9133","0.0029"
"","","",""
"","","",""
"","","",""
"360","640","0.1667","0.5687"
"","","",""
"360","640","0.7861","0.5625"
"600","976","0.3333","0.2018"
"320","533","0.2781","0.8443"
"","","",""
"768","1024","0.2266","0.6572"
"360","640","0.2858","0.9953"
"","","",""
"320","534","0.8434","0.0738"
"320","480","0.7219","0.7937"
"320","533","0.5000","0.3565"
"","","",""
"320","533","0.6687","0.7917"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"320","534","0.5177","0.9165"
"360","640","0.7250","0.6859"
"600","1024","0.0350","0.7383"
"","","",""
"600","976","0.9886","0.2774"
"320","533","0.0437","0.5666"
"","","",""
"","","",""
"360","640","0.2111","0.3609"
"","","",""
"360","640","0.6361","0.8031"
"","","",""
"","","",""
"","","",""
"320","522","0.7505","0.4745"
"320","533","0.1062","0.7598"
"","","",""
"360","640","0.6028","0.2953"
"360","640","0.2556","0.9563"
"","","",""
"360","640","0.3472","0.1266"
"","","",""
"320","533","0.3969","0.2814"
"360","640","0.5111","0.9203"
"600","1024","0.9367","0.3535"
"600","1024","0.8517","0.2832"
"360","640","0.9806","0.0906"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"360","592","0.7989","0.4532"
"600","1024","0.0433","0.5898"
"320","570","0.6528","0.3470"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"360","640","0.8806","0.0984"
"","","",""
"600","976","0.7100","0.7398"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"320","533","0.4656","0.2608"
"320","480","0.2562","0.5854"
"320","533","0.1781","0.6417"
"320","533","0.2750","0.0694"
"320","521","0.5813","0.4395"
"360","640","0.5458","0.8039"
"320","534","0.9375","0.8614"
"320","533","0.3094","0.1276"
"","","",""
"","","",""
"","","",""
"320","480","0.6469","0.5604"
"","","",""
"600","1024","0.3367","0.9658"
"","","",""
"","","",""
"360","640","0.8444","0.5219"
"320","533","0.0437","0.2645"
"","","",""
"","","",""
"1024","552","0.5166","0.8931"
"","","",""
"360","640","0.5583","0.6859"
"","","",""
"320","522","0.6757","0.8215"
"","","",""
"","","",""
"","","",""
"600","1024","0.4967","0.5322"
"","","",""
"360","640","0.8056","0.4828"
"","","",""
"1024","552","0.9365","0.0127"
"320","534","0.9125","0.4588"
"","","",""
"320","534","0.8150","0.3554"
"","","",""
"","","",""
"360","592","0.2996","0.5908"
"320","534","0.2204","0.0773"
"","","",""
"","","",""
"640","1019","0.3281","0.8881"
"","","",""
"320","533","0.3594","0.6379"
"","","",""
"","","",""
"600","1024","0.0200","0.4238"
"600","976","0.3917","0.6137"
"600","1024","0.1617","0.6182"
"","","",""
"360","640","0.2069","0.1789"
"","","",""
"600","1024","0.4417","0.6162"
"320","480","0.6406","0.4667"
"320","480","0.8031","0.2750"
"","","",""
"360","592","0.5139","0.6149"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"360","592","0.5032","0.4123"
"","","",""
"","","",""
"","","",""
"","","",""
"800","1280","0.9313","0.9688"
"","","",""
"360","640","0.3293","0.0843"
"","","",""
"","","",""
"","","",""
"360","592","0.3120","0.1188"
"","","",""
"320","534","0.1190","0.1113"
"320","534","0.3472","0.7344"
"","","",""
"360","640","0.9583","0.0609"
"320","534","0.3250","0.6592"
"600","1024","0.5300","0.4736"
"360","592","0.6269","0.5502"
"320","533","0.4031","0.6323"
"360","640","0.5056","0.9781"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"600","976","0.9517","0.6732"
"360","640","0.9250","0.0375"
"","","",""
"","","",""
"320","534","0.0042","0.8377"
"","","",""
"360","592","0.8363","0.0321"
"360","640","0.3592","0.4965"
"320","533","0.8531","0.5235"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"320","533","0.5062","0.4597"
"","","",""
"640","360","0.9906","0.0694"
"360","592","0.6211","0.3431"
"","","",""
"360","640","0.8585","0.0617"
"","","",""
"","","",""
"360","640","0.3236","0.3961"
"360","640","0.1611","0.9094"
"640","1019","0.9812","0.0128"
"320","533","0.9187","0.1144"
"","","",""
"800","1232","0.9875","0.0455"
"360","602","0.1881","0.5050"
"600","1024","0.8217","0.2783"
"320","534","0.2860","0.8375"
"","","",""
"","","",""
"600","976","0.7822","0.8200"
"360","640","0.2370","0.8354"
"360","640","0.8914","0.1523"
"","","",""
"","","",""
"320","534","0.1396","0.2709"
"","","",""
"360","640","0.7778","0.9859"
"","","",""
"600","1024","0.5517","0.3965"
"320","533","0.6094","0.6979"
"","","",""
"600","1024","0.4983","0.8662"
"","","",""
"","","",""
"360","592","0.0652","0.0895"
"","","",""
"320","533","0.8875","0.2720"
"","","",""
"","","",""
"320","533","0.9281","0.0844"
"320","570","0.3451","0.1402"
"320","534","0.4280","0.6600"
"","","",""
"","","",""
"320","480","0.8875","0.9958"
"","","",""
"360","640","0.9389","0.0578"
"320","534","0.8545","0.0100"
"360","640","0.6612","0.8243"
"320","533","0.7562","0.8649"
"600","976","0.9217","0.0400"
"360","592","0.2939","0.8246"
"360","592","0.9736","0.0599"
"320","522","0.9969","0.0651"
"","","",""
"360","592","0.9764","0.0625"
"","","",""
"","","",""
"360","640","0.5347","0.6414"
"320","480","0.4938","0.6667"
"360","640","0.5931","0.9820"
"","","",""
"360","592","0.5312","0.7097"
"320","533","0.9844","0.0563"
"602","914","0.3007","0.5842"
"600","1024","0.3117","0.2012"
"360","640","0.9583","0.0516"
"360","640","0.5139","0.6484"
"","","",""
"","","",""
"800","1232","0.3337","0.1615"
"","","",""
"","","",""
"320","534","0.8747","0.0300"
"360","640","0.8444","0.6172"
"360","592","0.5120","0.5546"
"","","",""
"360","592","0.6186","0.8811"
"360","640","0.9667","0.0547"
"360","640","0.2150","0.2771"
"360","640","0.0861","0.5437"
"","","",""
"360","640","0.5583","0.6469"
"360","640","0.0020","0.2527"
"360","592","0.5009","0.6806"
"","","",""
"360","640","0.5381","0.6596"
"","","",""
