"executed","deviceWidth","deviceHeight","touchX","touchY"
"1","360","592","0.64","0.75"
"1","320","480","0.60","0.46"
"1","320","534","0.93","0.03"
"1","360","540","1.03","0.01"
"1","360","592","0.01","0.39"
"1","640","1019","1.43","1.50"
"1","360","592","0.84","0.86"
"1","600","976","-0.40","-0.52"
"1","320","522","0.67","0.54"
"1","320","533","0.73","0.82"
"1","600","1024","0.60","0.99"
"1","360","592","0.36","0.95"
"1","360","540","0.99","0.47"
"","","","",""
"1","360","640","0.68","0.49"
"1","320","508","0.45","1.00"
"1","320","480","0.19","0.05"
"1","360","592","0.11","1.10"
"1","320","570","0.68","0.64"
"1","600","976","0.27","-0.27"
"1","360","640","0.59","1.14"
"1","360","640","0.00","0.28"
"1","600","976","0.15","-0.22"
"1","600","1024","0.01","0.29"
"1","320","534","0.14","0.78"
"1","360","592","0.42","0.10"
"1","213","320","0.58","0.27"
"1","360","640","0.54","0.82"
"1","600","1024","1.12","1.56"
"1","320","534","0.23","0.00"
"1","360","640","1.01","-0.07"
"1","360","592","0.86","0.29"
"1","320","533","0.53","0.33"
"1","320","534","0.80","0.01"
"1","360","640","0.22","-0.02"
"1","320","533","0.98","0.06"
"1","320","534","0.11","0.16"
"1","320","534","0.23","-0.02"
"1","320","534","0.79","0.03"
"1","600","1024","0.26","0.77"
"1","360","640","0.59","0.92"
"1","600","1024","0.17","-0.25"
"1","320","533","0.49","0.84"
"1","320","534","0.35","0.50"
"1","360","640","0.55","0.12"
"1","360","640","0.69","0.74"
"1","360","640","0.54","0.67"
"1","360","640","0.52","0.65"
"1","320","480","0.19","0.47"
"1","320","533","0.19","0.23"
"","","","",""
"1","320","533","0.44","0.69"
"1","320","508","0.50","0.11"
"1","360","640","0.49","0.39"
"1","360","640","0.51","1.03"
"1","360","640","0.51","0.90"
"1","320","534","0.86","0.34"
"1","360","640","0.65","0.84"
"1","360","640","0.49","0.70"
"1","600","1024","0.39","0.75"
"1","320","534","0.48","0.62"
"1","360","540","0.60","0.83"
"1","320","533","0.13","0.97"
"1","320","534","0.72","0.38"
