"executed","deviceWidth","deviceHeight","touchX","touchY"
"1","320","50","0.98","0.07"
"1","320","50","0.00","0.92"
"","","","",""
"","","","",""
"1","320","50","0.98","0.60"
"1","320","50","0.04","0.96"
"1","320","50","0.97","0.16"
"1","320","50","0.95","0.39"
"1","320","50","0.73","0.78"
"1","320","50","0.97","0.20"
"1","320","50","0.60","0.06"
"1","320","50","0.12","0.74"
"1","320","50","0.13","0.70"
"1","320","50","0.57","0.09"
"1","320","51","0.71","0.00"
"1","320","50","0.97","0.66"
"1","320","50","0.59","0.30"
"1","320","50","0.79","0.47"
"1","320","50","0.08","0.02"
"","","","",""
"1","320","50","0.07","0.40"
"1","320","50","0.17","0.30"
"1","601","50","1.41","0.74"
"1","320","50","0.84","0.51"
"1","320","50","0.38","0.98"
"1","320","51","0.96","0.28"
"1","320","50","0.99","0.32"
"1","320","50","0.19","0.01"
"1","320","50","0.91","0.14"
"1","320","50","0.04","0.23"
"1","320","50","0.45","0.48"
"1","320","50","0.87","0.91"
"1","320","50","0.87","0.92"
"1","320","50","0.79","0.00"
"1","320","50","0.78","0.43"
"1","320","50","0.74","0.72"
"1","320","50","0.41","0.36"
"1","320","50","0.71","0.33"
"1","320","50","0.95","0.04"
"","","","",""
"1","320","50","0.96","0.11"
"1","320","50","0.63","0.76"
"1","320","50","0.63","0.72"
"1","320","50","0.78","0.50"
"1","320","50","0.64","0.42"
"1","320","50","0.81","0.31"
"1","320","50","0.92","0.58"
"1","320","50","0.17","0.76"
"","","","",""
"1","320","50","0.23","0.32"
"1","360","25","0.22","0.51"
"","","","",""
"1","320","49","0.94","0.41"
"1","360","25","0.27","0.68"
"1","320","50","0.97","0.69"
"1","320","50","0.94","0.82"
"","","","",""
"1","320","49","0.99","0.35"
"","","","",""
"","","","",""
"1","320","401","0.00","-3.50"
"1","320","50","0.00","0.02"
"1","320","50","0.79","0.54"
"","","","",""
"1","320","50","0.72","0.52"
"1","320","50","0.94","0.88"
"1","320","49","0.93","0.24"
"1","360","25","0.96","0.92"
"1","320","50","0.49","0.54"
"","","","",""
"1","320","49","0.99","0.57"
"1","320","50","0.96","0.56"
"","","","",""
"1","320","50","0.59","0.88"
"1","360","25","0.26","0.54"
"1","320","50","0.36","-0.94"
"1","360","25","0.53","0.74"
"1","320","49","0.00","0.34"
"1","320","50","0.01","0.58"
"1","320","50","0.15","0.23"
"","","","",""
"1","320","50","0.65","0.05"
"1","320","50","0.63","0.76"
"","","","",""
"1","468","60","0.17","-0.02"
"","","","",""
"","","","",""
"","","","",""
"1","320","50","0.59","0.92"
"1","320","51","0.00","0.74"
"1","320","49","1.00","0.20"
"1","320","25","0.71","0.56"
"1","320","50","0.44","0.68"
"1","320","50","0.97","0.63"
"","","","",""
"1","320","51","0.15","0.74"
"1","320","50","0.31","0.67"
"1","320","50","0.29","0.06"
"1","320","50","0.99","0.91"
"1","320","50","0.50","0.71"
"1","320","50","0.82","1.46"
"1","320","49","0.47","-0.06"
"","","","",""
"1","320","50","0.99","-0.14"
"","","","",""
"1","320","50","0.79","0.48"
"1","320","50","0.92","0.50"
"1","320","49","0.91","0.71"
"","","","",""
"1","320","50","0.54","0.88"
"1","320","50","0.49","0.86"
"1","320","50","0.81","0.56"
"1","320","50","0.52","0.73"
"1","320","50","0.66","0.58"
"1","320","49","0.98","0.42"
"1","320","50","0.53","0.92"
"1","320","50","0.36","0.54"
"1","320","50","0.89","0.71"
"1","320","50","0.20","0.27"
"1","320","50","0.94","0.91"
"1","320","50","0.59","0.88"
"1","320","50","0.99","0.23"
"","","","",""
"1","320","50","0.78","0.82"
"1","320","50","0.68","0.27"
"1","320","50","0.91","-0.76"
"1","320","50","0.98","0.67"
"1","360","25","0.00","0.60"
"1","320","50","0.97","0.00"
"1","320","25","0.19","0.53"
"1","320","50","0.01","0.74"
"1","320","50","0.98","0.53"
"1","320","50","0.03","0.38"
"1","320","50","0.56","0.21"
"1","320","49","0.97","0.76"
"1","320","49","0.99","0.60"
"1","320","50","0.18","0.32"
"","","","",""
"","","","",""
"1","320","49","0.85","0.22"
"1","320","50","0.90","0.08"
"1","320","50","0.97","0.43"
"1","320","50","0.89","0.24"
"1","320","50","0.06","0.59"
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"1","320","99","0.63","-0.48"
"1","320","50","0.79","0.06"
"1","320","50","0.20","0.99"
"","","","",""
"1","320","50","1.00","0.64"
"1","320","50","0.92","0.88"
"1","320","50","0.20","0.08"
"1","320","49","0.90","0.24"
"1","320","50","0.02","0.72"
"","","","",""
"","","","",""
"1","320","50","0.93","0.15"
"1","320","51","0.93","0.40"
"1","320","50","0.76","0.46"
"1","320","50","0.94","0.21"
"1","320","50","0.36","0.40"
"","","","",""
"1","320","50","0.78","0.80"
"1","320","50","0.42","0.81"
"1","360","25","0.50","0.99"
"1","320","50","0.11","-0.94"
"1","320","50","0.34","0.96"
"1","320","49","0.97","0.41"
"1","320","50","0.99","0.48"
"1","320","50","0.70","0.56"
"1","320","50","0.47","0.64"
"1","320","50","0.02","0.62"
"1","320","50","0.53","0.08"
"1","320","50","0.67","0.44"
"1","360","25","0.41","0.98"
"1","320","50","0.86","0.43"
"","","","",""
"1","320","50","0.89","0.08"
"1","320","50","0.92","0.86"
"1","320","50","0.23","0.32"
"","","","",""
"","","","",""
"1","320","50","0.94","0.50"
"1","320","50","0.74","0.60"
"1","320","50","0.03","0.39"
"1","320","50","0.87","0.22"
"1","320","51","0.82","0.78"
"1","320","50","0.95","0.76"
"1","320","50","0.80","0.06"
"1","320","50","0.38","0.18"
"1","320","50","0.19","0.08"
"","","","",""
"","","","",""
"1","320","50","0.95","0.70"
"1","320","50","0.78","0.97"
"1","320","50","0.23","0.32"
"1","360","25","0.32","0.84"
"1","320","50","0.45","0.83"
"","","","",""
"","","","",""
"1","320","50","0.17","0.97"
"1","320","50","0.35","0.60"
"1","320","50","0.19","0.66"
"1","320","50","0.91","0.04"
"","","","",""
"","","","",""
"1","320","50","0.96","0.31"
"1","320","50","0.39","0.68"
"1","320","49","0.00","-0.74"
"1","320","50","0.74","0.11"
"1","320","50","0.85","0.54"
"","","","",""
"1","320","50","0.20","0.85"
"1","320","50","0.84","0.89"
"1","320","50","0.79","0.75"
"1","320","50","0.39","0.04"
"1","320","50","0.68","0.30"
"1","320","50","0.01","0.17"
"1","360","25","0.49","0.78"
"1","320","50","0.78","0.64"
"1","320","50","0.56","0.97"
"","","","",""
"1","320","50","0.35","0.86"
"1","320","50","0.95","0.44"
"","","","",""
"1","320","50","0.21","0.13"
"1","320","50","0.90","0.16"
"1","320","49","0.20","0.55"
"1","320","50","0.96","0.79"
"1","320","50","0.83","0.66"
"1","320","49","0.72","0.04"
"1","320","50","0.68","0.36"
"","","","",""
"","","","",""
"1","320","50","0.97","0.99"
"1","320","50","0.33","0.03"
"","","","",""
"1","320","49","0.55","0.54"
"1","320","50","0.35","0.28"
"1","320","50","0.72","0.90"
"1","320","50","0.83","0.48"
"1","320","50","0.61","0.97"
"1","320","50","0.06","0.92"
"1","320","50","0.99","0.64"
"1","320","50","0.98","0.29"
"1","320","50","0.89","0.78"
"","","","",""
"1","320","50","0.49","0.75"
"1","320","50","0.51","0.87"
"1","320","50","0.51","0.73"
"1","320","50","0.28","0.98"
"1","320","50","0.07","0.05"
"1","320","50","0.82","0.56"
"","","","",""
"1","320","50","0.16","-0.36"
"1","320","50","0.68","0.58"
"1","320","50","0.31","0.64"
"1","320","50","0.98","0.57"
"1","320","50","0.98","0.70"
"1","320","50","0.53","0.87"
"1","320","50","0.52","0.92"
"1","320","50","0.58","0.85"
"1","320","50","0.86","0.96"
"","","","",""
"1","320","50","0.63","-0.72"
"1","320","50","0.87","0.74"
"1","320","50","0.22","0.95"
"1","320","50","0.52","0.50"
"1","320","50","0.76","0.30"
"1","320","50","0.62","0.72"
"1","320","50","0.01","0.12"
"1","320","50","0.82","0.92"
"1","320","50","0.10","0.55"
"1","320","50","0.18","0.16"
"1","320","50","0.69","0.02"
"1","320","50","0.97","0.56"
"1","320","50","0.51","0.98"
"1","320","50","0.11","0.14"
"1","320","50","0.41","0.43"
"1","320","50","0.38","0.83"
"1","320","50","0.10","0.02"
"1","320","50","0.90","0.51"
"1","320","50","0.97","0.52"
"1","320","50","0.20","0.79"
"1","320","50","0.53","0.60"
"1","320","50","0.57","0.24"
"1","320","50","0.53","72.42"
"1","320","51","0.81","0.58"
"1","320","50","0.80","0.72"
"1","320","50","0.73","0.67"
"1","320","50","0.85","0.08"
"1","320","50","0.80","0.64"
"1","320","50","0.81","0.91"
"1","320","50","0.21","0.46"
"1","320","51","0.33","0.28"
"1","320","51","0.25","0.44"
"1","320","50","0.51","0.16"
"1","320","50","0.38","0.40"
"1","320","50","0.90","0.38"
"1","320","50","0.42","0.64"
"1","320","50","0.62","0.10"
"1","320","50","0.09","0.76"
"1","320","50","0.91","0.68"
"1","320","50","0.71","0.82"
"1","320","50","0.05","0.00"
"1","320","50","0.14","0.68"
"1","320","50","0.62","0.40"
"1","320","50","0.17","0.22"
"1","320","50","0.90","0.10"
"1","320","50","0.71","0.18"
"1","320","50","0.10","0.78"
"1","320","50","0.40","0.50"
"1","320","50","0.35","0.32"
"","","","",""
"1","320","50","0.09","0.22"
"1","320","50","0.88","0.54"
"1","320","50","0.24","0.00"
"1","320","50","0.74","0.32"
"1","320","50","0.93","0.00"
"1","320","50","0.00","0.00"
"1","320","50","0.97","0.57"
"1","320","50","0.72","0.16"
"1","320","50","0.80","0.07"
"1","320","50","0.43","0.45"
"1","320","50","0.56","0.24"
"1","320","50","0.00","0.26"
"1","320","50","0.58","0.74"
"1","320","50","0.44","0.17"
"1","320","50","0.77","0.40"
"1","320","50","0.29","0.66"
"1","320","50","0.95","0.07"
"1","320","50","0.20","0.54"
"1","320","50","0.12","0.16"
"1","320","50","0.91","0.67"
"1","320","50","4.09","6.24"
"1","320","50","0.88","0.79"
"1","600","93","0.26","0.36"
"1","320","50","0.19","0.26"
"1","320","50","0.92","0.70"
"1","320","50","0.63","0.50"
"1","320","50","0.97","0.22"
"1","320","50","0.68","0.48"
"1","320","50","0.94","0.28"
"1","320","50","0.42","0.32"
"1","320","50","0.01","0.04"
"1","728","90","-0.60","-0.40"
"1","320","51","0.05","0.04"
"1","320","50","0.13","0.32"
"","","","",""
"1","320","50","0.11","0.66"
"1","320","50","0.89","0.54"
"1","320","50","0.53","0.39"
"1","320","50","0.87","0.81"
"1","320","50","0.97","0.30"
"1","320","50","0.87","0.00"
"1","320","50","0.97","0.50"
"1","360","56","0.60","0.74"
"1","320","50","0.23","0.14"
"1","320","50","0.93","0.18"
"1","320","50","0.31","0.02"
"1","320","50","0.13","0.98"
"1","320","50","0.01","0.02"
"1","320","50","0.97","0.37"
"1","320","50","0.92","0.54"
"1","320","50","0.52","0.64"
"1","320","50","0.36","0.44"
"1","360","56","0.31","1.02"
"1","360","56","0.48","0.50"
"1","320","50","0.88","0.48"
"1","320","50","0.93","0.50"
"1","320","50","0.55","0.20"
"1","600","74","0.36","0.58"
"1","320","50","0.55","0.98"
"1","320","50","0.14","0.32"
"1","320","240","0.03","-1.20"
"1","320","50","0.07","0.70"
"1","320","50","0.88","0.41"
"1","320","51","0.05","0.60"
"1","320","50","0.64","0.92"
"1","320","50","0.03","0.10"
"1","320","50","0.26","0.10"
"1","320","50","0.78","0.98"
"1","320","50","0.51","0.34"
"1","320","50","0.58","0.50"
"1","320","50","0.20","0.50"
"1","320","50","0.23","0.97"
"1","320","50","0.79","0.30"
"1","320","50","0.03","0.64"
"1","320","50","0.07","0.62"
"1","320","50","0.05","0.78"
"1","320","50","0.01","0.00"
"1","320","50","0.78","0.30"
"1","320","50","0.93","0.56"
"1","320","534","0.90","-1.32"
"1","320","50","0.75","0.44"
"1","320","50","0.94","0.68"
"1","320","50","0.28","0.56"
"1","320","50","0.01","0.10"
"1","320","50","0.04","0.02"
"1","320","50","0.30","0.20"
"1","320","50","0.31","0.32"
"1","320","50","0.01","0.67"
"1","320","50","0.10","0.16"
"1","320","50","0.00","0.96"
"1","320","50","0.81","0.70"
"1","320","50","0.44","0.47"
"1","320","50","0.27","0.70"
"1","320","50","0.66","0.61"
"1","768","1023","0.86","0.24"
"1","640","79","-0.21","1.24"
"1","320","50","0.58","0.42"
"1","320","50","0.17","0.30"
"1","480","75","0.60","1.12"
"","","","",""
"1","320","50","0.59","0.13"
"1","320","51","0.96","0.02"
"1","320","50","0.79","0.97"
"1","320","50","0.90","0.87"
"1","320","50","0.21","0.74"
"1","360","56","0.99","0.71"
"1","320","50","0.91","0.88"
"1","320","50","0.73","0.09"
"1","640","79","1.35","0.34"
"1","320","50","0.09","0.15"
"1","320","50","0.72","0.82"
"1","480","75","0.60","0.94"
"1","320","50","0.71","0.13"
"1","320","50","0.84","0.38"
"1","320","50","0.59","0.32"
"1","320","50","0.14","0.38"
"1","320","50","0.73","0.99"
"1","320","50","0.76","0.26"
"1","320","50","0.42","0.42"
"1","320","50","0.58","0.26"
"1","320","50","0.29","0.22"
"1","320","50","0.26","0.12"
"1","320","50","0.58","0.92"
"1","320","50","0.71","0.54"
"1","320","50","0.00","0.18"
"1","320","50","0.87","0.00"
"1","320","50","0.30","0.24"
"1","360","56","0.58","-0.04"
"1","320","50","0.89","0.51"
"1","320","50","0.35","0.44"
"1","320","50","0.40","0.25"
"1","360","56","0.60","1.00"
"1","360","56","0.52","0.58"
"1","320","50","0.95","0.64"
"1","360","56","0.57","0.60"
"1","320","50","0.22","0.18"
"1","320","50","0.29","0.02"
"1","320","50","0.00","0.14"
"1","320","50","0.39","0.08"
"1","320","50","0.20","0.07"
"1","320","50","0.92","0.96"
"1","320","50","0.51","0.82"
"1","320","50","0.53","0.10"
"1","300","47","0.28","0.95"
"1","320","50","0.56","0.92"
"1","320","50","0.34","0.26"
"1","320","50","0.44","0.49"
"1","320","50","0.90","0.02"
"1","320","50","0.88","0.66"
"1","320","50","0.15","0.56"
"1","320","50","0.09","0.24"
"1","320","50","0.09","0.02"
"1","320","50","0.92","0.02"
"1","320","50","0.86","0.00"
"1","320","50","0.03","0.98"
"1","320","50","0.78","0.12"
"1","320","50","0.05","0.08"
"1","320","50","0.25","0.06"
"1","320","50","0.12","0.29"
"1","320","50","0.57","0.02"
"1","320","50","0.74","0.78"
"1","320","50","0.93","0.32"
"1","320","50","0.87","0.00"
"1","320","50","0.01","0.98"
"1","320","50","0.05","0.06"
"1","320","50","0.45","0.20"
"1","320","50","0.20","0.38"
"1","320","50","0.32","0.86"
"1","320","50","0.93","0.36"
"1","320","50","0.86","0.38"
"1","320","50","0.25","0.00"
"1","320","50","0.14","0.14"
"1","320","50","0.69","0.73"
"1","320","50","0.06","0.00"
"1","320","50","0.25","0.00"
"1","320","50","0.57","0.28"
"1","320","50","0.28","0.40"
"1","320","50","0.34","0.98"
"1","320","50","0.08","0.98"
"1","320","50","0.90","0.02"
"1","320","50","0.91","0.08"
"1","320","50","0.25","0.08"
"1","320","50","0.78","0.28"
"1","320","50","0.13","0.02"
"1","320","50","0.26","0.12"
"","","","",""
"1","320","50","0.62","0.98"
"1","320","50","0.62","0.30"
"1","320","50","0.27","0.22"
"1","320","50","0.89","0.06"
"1","320","50","0.93","0.16"
"1","320","50","0.72","0.77"
"1","360","56","0.54","0.84"
"1","320","50","0.33","0.96"
"1","320","50","0.62","0.18"
"1","320","50","0.20","0.16"
"1","320","50","0.42","0.36"
"1","320","50","0.05","0.00"
"1","320","50","0.04","0.66"
"1","360","640","0.02","-5.40"
"1","320","50","0.01","0.29"
"","","","",""
"1","320","50","0.47","0.41"
"1","320","50","0.76","0.83"
"1","320","50","0.21","0.00"
"1","320","50","0.03","0.90"
"1","320","50","0.65","0.30"
"1","320","50","0.89","0.00"
"1","320","50","0.13","0.32"
"1","320","50","0.26","0.16"
"1","320","50","0.32","0.06"
"1","320","50","0.30","0.00"
"1","320","50","0.28","0.40"
"1","320","50","0.01","0.08"
"1","320","50","0.62","0.22"
"1","320","50","0.08","0.94"
"1","320","50","0.16","0.00"
"1","320","50","0.73","0.00"
"1","320","50","0.49","0.92"
"1","320","50","0.28","0.08"
"1","320","50","0.96","0.40"
"1","320","50","0.40","0.34"
"1","320","50","0.32","0.90"
"1","320","50","0.06","0.52"
"1","320","50","0.07","0.40"
"1","320","50","0.05","0.69"
"1","320","50","0.17","0.00"
"1","320","50","0.68","0.88"
"1","320","50","0.57","0.78"
"1","320","50","0.01","0.64"
"1","320","50","0.35","0.00"
"1","320","50","0.29","0.72"
"1","360","56","0.17","0.68"
"1","320","50","0.08","0.55"
"1","320","50","0.93","0.98"
"1","320","50","0.15","0.06"
"1","320","50","0.02","0.66"
"1","320","50","0.36","0.64"
"1","320","50","0.75","0.14"
"1","320","50","0.10","0.02"
"1","320","50","0.19","0.98"
"1","320","50","0.43","0.21"
"1","320","50","0.77","0.76"
"1","320","50","0.95","0.98"
"1","320","50","0.79","0.47"
"1","320","50","0.47","0.98"
"1","320","50","0.51","0.48"
"1","320","50","0.93","0.98"
"1","320","50","0.02","0.13"
"1","320","50","0.07","0.80"
"1","320","50","0.20","0.34"
"1","320","50","0.29","0.32"
"1","360","56","1.03","0.06"
"1","320","50","0.42","0.72"
"1","320","50","0.87","0.70"
"1","320","50","0.94","0.50"
"1","320","50","0.38","0.30"
"1","320","50","0.91","0.30"
"1","320","50","0.92","0.08"
"1","320","50","0.88","0.56"
"1","321","50","0.02","0.42"
"1","320","50","0.87","0.34"
"1","320","50","0.00","0.66"
"1","320","50","0.84","0.66"
"1","320","50","0.11","0.00"
"1","300","47","0.96","0.80"
"1","320","50","0.41","0.72"
"1","320","50","0.34","0.96"
"1","320","50","0.74","0.45"
"1","320","50","0.89","0.44"
"1","320","50","0.93","0.53"
"","","","",""
"1","320","50","0.07","0.26"
"1","320","50","0.70","0.72"
"1","320","50","0.74","0.42"
"1","320","50","0.05","0.98"
"1","320","50","0.12","0.00"
"1","320","50","0.22","0.10"
"1","320","50","0.76","0.41"
"1","320","50","0.46","0.96"
"1","320","50","0.85","0.02"
"1","320","50","0.96","0.04"
"1","320","50","0.14","0.66"
"1","320","50","0.13","0.10"
"1","320","50","0.90","0.22"
"1","320","50","0.09","0.74"
"1","320","50","0.46","0.19"
"1","320","50","0.88","0.02"
"1","320","50","0.40","0.28"
"1","320","50","0.53","0.98"
"1","320","50","0.85","0.98"
"1","360","640","0.90","-2.44"
"1","320","50","0.08","0.10"
"1","320","50","0.90","0.14"
"1","320","50","0.71","0.52"
"1","320","50","0.21","0.08"
"1","320","50","0.19","0.06"
"1","320","50","0.03","0.04"
"1","320","25","0.13","0.55"
"1","320","50","0.16","0.06"
"1","320","50","0.04","0.96"
"1","320","50","0.38","0.58"
"1","320","50","0.56","0.24"
"1","320","50","0.19","0.98"
"1","320","50","0.29","0.14"
"1","320","50","0.26","0.34"
"1","320","50","0.92","1.00"
"1","320","50","0.34","0.26"
"1","320","50","0.91","0.32"
"1","320","50","0.00","0.02"
"1","320","50","0.58","0.32"
"1","320","50","0.07","0.18"
"1","320","50","0.78","0.02"
"1","320","50","0.83","0.04"
"1","320","50","0.40","0.00"
"1","320","50","0.17","0.14"
"1","320","51","0.83","0.02"
"1","320","50","0.11","0.22"
"1","320","50","0.06","0.06"
"1","320","50","0.22","0.44"
"1","320","50","0.06","0.00"
"1","320","50","0.00","0.98"
"1","320","50","0.40","0.96"
"1","320","50","0.05","0.10"
"1","320","50","0.47","0.98"
"1","320","50","0.90","0.02"
"1","320","50","0.19","0.98"
"1","320","50","0.59","0.64"
"1","320","50","0.94","0.55"
"1","","","",""
"1","320","50","0.27","0.04"
"1","320","50","0.15","0.02"
"1","321","50","0.62","0.29"
"1","320","50","0.00","0.22"
"1","320","50","0.81","0.21"
"1","320","50","0.32","0.00"
"1","320","50","0.97","0.87"
"1","320","50","0.00","0.98"
"1","320","50","0.93","0.45"
"1","320","50","0.04","0.38"
"1","320","50","0.20","0.22"
"1","320","50","0.65","0.24"
"1","320","50","0.93","0.32"
"1","320","50","0.95","0.10"
"1","320","50","0.45","0.38"
"1","320","50","0.25","0.34"
"1","320","50","0.14","0.40"
"1","320","50","0.03","0.88"
"1","320","50","0.73","0.96"
"1","320","50","0.07","0.96"
"1","320","50","0.89","0.24"
"1","320","50","0.32","0.92"
"1","320","50","0.11","0.64"
"1","320","50","0.88","0.72"
"1","320","50","0.13","0.02"
"1","320","50","0.22","0.22"
"1","320","50","0.10","0.02"
"1","320","50","0.57","0.98"
"1","320","50","0.29","0.30"
"1","320","50","0.93","0.98"
"1","320","50","0.13","0.18"
"1","320","50","0.98","0.72"
"1","320","50","0.92","0.38"
"1","320","50","0.03","0.10"
"1","320","50","0.82","0.32"
"1","320","50","0.03","0.14"
"1","320","50","0.03","0.60"
"1","360","56","0.86","0.64"
"1","320","50","0.05","0.00"
"1","320","50","0.31","0.10"
"1","320","50","0.00","0.98"
"1","320","50","0.27","0.32"
"1","320","50","0.48","0.52"
"1","320","50","0.91","0.02"
"1","320","50","0.08","0.14"
"1","320","50","0.19","0.18"
"1","320","50","0.16","0.07"
"1","320","50","0.23","0.08"
"1","321","50","0.95","0.74"
"1","320","50","0.03","0.02"
"1","320","50","0.78","0.06"
"1","320","50","0.68","0.04"
"1","320","50","0.51","0.24"
"1","320","50","0.22","0.96"
"1","320","50","0.73","0.90"
"1","320","50","0.85","0.48"
"1","320","50","0.72","0.54"
"1","320","50","0.26","0.00"
"1","320","50","0.92","1.00"
"1","320","50","0.07","0.08"
"1","320","50","0.88","0.06"
"1","320","50","0.39","0.02"
"1","320","50","0.73","0.04"
"1","320","50","0.17","0.04"
"1","320","50","0.84","0.86"
"1","320","50","0.01","0.24"
"1","320","50","0.60","0.46"
"1","320","50","0.61","0.64"
"1","320","50","0.42","0.76"
"1","320","50","0.26","0.10"
"1","320","50","0.87","0.36"
"1","320","50","0.97","0.22"
"1","320","50","0.05","0.16"
"1","320","50","0.24","0.02"
"1","320","50","0.93","0.74"
"1","320","50","0.92","0.22"
"1","320","50","0.61","0.82"
"1","320","50","0.56","0.80"
"1","320","50","0.73","0.54"
"1","320","50","0.26","0.76"
"1","320","50","0.25","0.98"
"1","320","50","0.91","0.16"
"1","320","50","0.41","0.08"
"1","320","50","0.44","0.58"
"1","320","50","0.03","0.02"
"1","320","50","0.75","0.30"
"1","320","50","0.93","0.98"
"1","320","50","0.97","0.92"
"1","320","50","0.81","0.08"
"1","320","50","0.99","0.68"
"1","320","50","0.04","0.06"
"1","320","50","0.95","0.72"
"1","320","50","0.93","0.08"
"1","320","50","0.30","0.98"
"1","320","50","0.36","0.98"
"1","320","50","0.18","0.88"
"1","360","56","0.49","0.70"
"1","320","50","0.72","0.32"
"1","320","50","0.71","0.35"
"1","320","50","0.96","0.91"
"1","320","50","0.16","0.94"
"1","320","50","0.93","0.32"
"1","320","50","0.43","0.32"
"1","320","50","0.15","0.02"
"1","320","50","0.49","0.02"
"1","320","50","0.17","0.32"
"1","320","50","0.43","0.54"
"1","320","50","0.17","0.08"
"1","320","50","0.21","0.98"
"1","320","50","0.10","0.78"
"1","320","50","0.67","0.98"
"1","320","50","0.20","0.87"
"1","320","50","0.35","0.08"
"1","320","50","0.35","0.32"
"1","320","50","0.04","0.14"
"1","320","50","0.83","0.06"
"1","320","50","0.10","0.00"
"1","320","50","0.01","0.94"
"1","320","50","0.06","0.64"
"1","320","50","0.17","0.00"
"1","320","50","0.43","0.48"
"1","320","50","0.15","0.32"
"1","320","50","0.31","0.06"
"1","321","50","0.01","0.54"
"1","320","50","0.23","0.72"
"1","320","50","0.82","0.60"
"1","320","50","0.54","0.98"
"1","320","50","0.88","0.98"
"1","320","50","0.34","0.60"
"1","320","50","0.20","0.02"
"1","320","50","0.01","0.72"
"1","320","50","0.81","0.24"
"1","320","50","0.02","0.98"
"1","320","50","0.93","0.24"
"1","320","50","0.88","0.10"
