"touchX","touchY","deviceWidth","deviceHeight"
"0.8025","0.1300","320","50"
"0.4867","0.2880","320","50"
"0.0811","0.9900","320","50"
"0.3008","0.9086","320","50"
"0.0576","0.2523","320","50"
"0.5821","0.3374","320","50"
"0.9750","0.9000","320","50"
"0.9844","0.2600","320","50"
"0.2906","0.1600","320","50"
"0.5120","0.3403","320","50"
"0.9563","0.1400","320","50"
"0.5781","0.3600","320","50"
"0.5563","0.0600","320","50"
"0.9096","0.0730","320","50"
"0.8917","0.0933","320","50"
"0.5594","0.3000","320","50"
"0.8531","0.3200","320","50"
"","","",""
"0.1230","0.9900","320","50"
"0.0669","0.6638","320","50"
"0.5975","0.4628","320","50"
"0.5047","0.0700","320","50"
"0.9187","0.3000","320","50"
"0.6813","0.2000","320","50"
"0.9500","0.4000","320","50"
"0.5012","0.0815","320","50"
"0.2340","0.6719","320","50"
"0.8469","0.9600","320","50"
"0.6563","0.5400","320","50"
"","","",""
"0.5000","0.9200","320","50"
"0.7625","0.7400","320","50"
"0.2574","0.6221","320","50"
"0.2750","0.7647","320","51"
"0.9333","0.0922","360","640"
"0.6813","0.2200","320","50"
"","","",""
"0.5000","0.7200","320","50"
"0.6312","0.9000","320","50"
"0.8035","0.6290","320","50"
"0.4844","0.0200","320","50"
"0.7484","0.1575","320","50"
"0.9187","0.5600","320","50"
"0.9594","0.4600","320","50"
"0.9313","0.2400","320","50"
"0.6281","0.0600","320","50"
"0.9719","0.2600","320","50"
"0.6438","0.6600","320","50"
"0.1951","0.0513","320","50"
"0.4165","0.7703","320","50"
"0.4977","0.3313","320","50"
"0.8856","0.3479","320","50"
"0.9111","0.0838","320","50"
"0.1938","0.3333","320","51"
"0.1434","0.5630","320","50"
"0.5102","0.9900","320","50"
"0.0500","0.0196","320","51"
"0.8875","0.2600","320","50"
"0.5469","0.8800","320","50"
"0.8708","0.7467","320","50"
"0.9438","0.5371","320","50"
"0.2386","0.9900","320","50"
"0.4250","0.5000","320","50"
"0.8877","0.3232","320","50"
"0.0016","0.5100","320","50"
"0.9570","0.4363","320","50"
"0.7000","0.7400","320","50"
"0.6471","0.9867","320","50"
"0.9043","0.0185","320","50"
"0.2083","0.8089","320","50"
"0.9406","0.2400","320","50"
"0.3245","0.2822","320","50"
"0.9338","0.5854","320","50"
"0.9719","0.2400","320","50"
"0.5250","0.1600","320","50"
"0.6781","0.9200","320","50"
"0.0094","0.8600","320","50"
"0.9500","0.1400","320","50"
"0.2562","0.1400","320","50"
"0.9781","0.1200","320","50"
"0.3094","0.5000","320","50"
"0.1625","0.0400","320","50"
"0.3375","0.7200","320","50"
"0.4562","0.1000","320","50"
"0.4703","0.0500","320","50"
"0.8750","0.3600","320","50"
"0.8419","0.4565","320","50"
"0.7344","0.5200","320","50"
"0.0094","0.3000","320","50"
"0.5656","0.9600","320","50"
"0.6153","0.3366","320","50"
"0.0781","0.4800","320","50"
"0.9437","0.8600","320","50"
"0.9111","0.0482","320","50"
"0.1120","0.2092","320","50"
"0.0265","0.5007","320","50"
"0.4313","0.8800","320","50"
"0.0576","0.8424","320","50"
"0.9437","0.5400","320","50"
"0.7195","0.0154","320","50"
"0.8981","0.4040","320","50"
"0.4000","0.0800","320","50"
"","","",""
"0.5781","0.2400","320","50"
"0.5875","0.1400","320","50"
"0.4615","0.9867","320","50"
"0.1906","0.3200","320","50"
"0.2625","0.1400","320","50"
"0.5211","0.7120","320","50"
"0.9252","0.2848","320","50"
"0.4875","0.0600","320","50"
"0.9563","0.8400","320","50"
"0.9156","0.3600","320","50"
"0.5601","0.4012","320","50"
"0.2917","0.6766","360","640"
"0.8539","0.4628","320","50"
"0.1531","0.0000","320","51"
"0.9875","0.2800","320","50"
"","","",""
"","","",""
"0.6412","0.8109","320","50"
"0.7357","0.3537","320","50"
"0.8938","0.1200","320","50"
"0.5031","0.1000","320","50"
"0.1311","0.3209","320","50"
"0.9386","0.9651","320","50"
"0.9064","0.7102","320","50"
"0.9437","0.1800","320","50"
"","","",""
"0.4313","0.0800","320","50"
"0.7500","0.0800","320","50"
"0.1844","0.9600","320","50"
"0.8987","0.2381","320","50"
"0.8873","0.2091","320","50"
"0.1719","0.2600","320","50"
"0.8357","0.4040","320","50"
"0.4524","0.0208","320","50"
"0.0875","0.8400","320","50"
"0.0344","0.1200","320","50"
"0.7937","0.7400","320","50"
"0.3969","0.9800","320","50"
"0.0229","0.3088","320","50"
"0.7656","0.6600","320","50"
"0.4345","0.0580","320","50"
"0.9938","0.5400","320","50"
"0.1690","0.0914","320","50"
"0.1125","0.0600","320","50"
"0.3750","0.2800","320","50"
"0.9750","0.3600","320","50"
"","","",""
"0.3853","0.0083","320","50"
"0.3219","0.3000","320","50"
"0.0152","0.9786","320","50"
"0.6573","0.2067","320","50"
"0.8741","0.4723","320","50"
"0.4437","0.3000","320","50"
"0.9875","0.3800","320","50"
"0.9594","0.5000","320","50"
"0.8083","0.9867","320","50"
"0.8593","0.2669","320","50"
"0.8406","0.7200","320","50"
"","","",""
"0.1719","0.9200","320","50"
"0.3229","0.5333","320","50"
"0.0228","0.9867","320","50"
"0.9236","0.5128","320","50"
"0.0826","0.6527","320","50"
"","","",""
"0.9399","0.7764","320","50"
"0.7201","0.2271","320","50"
"0.1531","0.6600","320","50"
"0.3541","0.4312","320","50"
"0.8886","0.7088","320","50"
"0.5227","0.2650","320","50"
"0.9299","0.4681","320","50"
"0.8038","0.7464","320","50"
"0.0156","0.1529","320","50"
"","","",""
"0.8969","0.2800","320","50"
"0.9500","0.0400","320","50"
"0.6087","0.5552","320","50"
"0.9969","0.6400","320","50"
"0.6029","0.7510","320","50"
"0.9909","0.2954","320","50"
"","","",""
"0.1375","0.7800","320","50"
"0.5070","0.0183","320","50"
"0.5656","0.3000","320","50"
"0.2277","0.8509","320","50"
"0.4698","0.1198","320","50"
"0.8750","0.8400","320","50"
"0.9594","0.1000","320","50"
"0.8331","0.5621","320","50"
"0.6969","0.1400","320","50"
"0.7906","0.3000","320","50"
"0.5563","0.2200","320","50"
"0.1313","0.7800","320","50"
"0.2250","0.0800","320","50"
"0.8800","0.5851","320","50"
"0.3057","0.5341","320","50"
"0.9094","0.3200","320","50"
"0.5656","0.5000","320","50"
"0.4875","0.9800","320","50"
"0.1781","0.2200","320","50"
"0.7531","0.8400","320","50"
"0.8413","0.3605","320","50"
"0.3447","0.6433","320","50"
"0.0500","0.5600","320","50"
"0.0561","0.9867","320","50"
"0.3534","0.5472","320","50"
"0.9021","0.5067","320","50"
"0.9127","0.5663","320","50"
"0.8896","0.7067","320","50"
"0.5867","0.4628","320","50"
"0.5114","0.0636","320","50"
"0.5219","0.6200","320","50"
"0.9031","0.2000","320","50"
"0.1214","0.8129","320","50"
"0.9094","0.0018","320","50"
"0.1840","0.1716","320","50"
"0.5062","0.8600","320","50"
"0.2015","0.3640","320","50"
"0.0815","0.2766","320","50"
"0.9906","0.4200","320","50"
"0.1969","0.0400","320","50"
"0.5531","0.7600","320","50"
"0.0031","0.0800","320","50"
"0.9250","0.3800","320","50"
"0.3984","0.2300","320","50"
"0.6062","0.5600","320","50"
"0.0703","0.9979","320","50"
"0.5414","0.0235","320","50"
"0.5500","0.0000","320","50"
"","","",""
"0.4562","0.5600","320","50"
"0.8625","0.7400","320","50"
"0.7312","0.0000","320","50"
"0.9099","0.0035","320","50"
"","","",""
"0.5015","0.7777","320","50"
"0.7500","0.3000","320","50"
"0.6344","0.6800","320","50"
"0.7240","0.1533","320","50"
"0.8924","0.6533","320","50"
"0.6250","0.0400","320","50"
"0.7005","0.6233","320","50"
"0.9149","0.4553","320","50"
"0.3529","0.6927","320","50"
"0.5211","0.9500","320","50"
"0.9250","0.4200","320","50"
"","","",""
"0.9938","0.3200","320","50"
"0.9406","0.2400","320","50"
"0.8906","0.2200","320","50"
"0.4500","0.3200","320","50"
"0.9281","0.9600","320","50"
"0.9344","0.6200","320","50"
"0.8875","0.0600","320","50"
"0.1859","0.5967","320","50"
"0.8981","0.8269","320","50"
"0.8750","0.0400","320","50"
"0.6568","0.2037","320","50"
"0.9124","0.1407","320","50"
"0.8823","0.2133","320","50"
"0.5572","0.3271","320","50"
"0.3281","0.9800","320","50"
"0.2994","0.9800","320","50"
"0.2978","0.9786","320","50"
"0.4990","0.0024","320","50"
"0.7104","0.5467","320","50"
"0.6750","0.5200","320","50"
"0.9065","0.2137","320","50"
"0.0531","0.9400","320","50"
"0.4500","0.5800","320","50"
"0.0458","0.4667","320","50"
"0.2885","0.0913","320","50"
"0.5062","0.6000","320","50"
"0.3844","0.9000","320","50"
"0.0875","0.8400","320","50"
"0.4587","0.0407","320","50"
"0.5125","0.1800","320","50"
"0.9022","0.6037","320","50"
"0.9281","0.5400","320","50"
"","","",""
"0.4437","0.5600","320","50"
"0.3479","0.9533","320","50"
"0.4883","0.1481","320","50"
"0.1906","0.3200","320","50"
"0.4657","0.0955","320","50"
"0.7688","0.9200","320","50"
"","","",""
"","","",""
"","","",""
"0.4750","0.8800","320","50"
"0.8147","0.8202","320","50"
"0.5164","0.5234","320","50"
"0.9271","0.3467","320","50"
"0.5382","0.2330","320","50"
"0.6687","0.3000","320","50"
"0.9907","0.2598","320","50"
"0.1315","0.7685","320","50"
"0.9459","0.6437","320","50"
"","","",""
"0.6531","0.9400","320","50"
"0.2328","0.3906","320","50"
"0.1433","0.5275","320","50"
"0.9906","0.2800","320","50"
"0.9063","0.6400","320","50"
"0.3075","0.4572","320","50"
"0.4990","0.7070","320","50"
"0.1500","0.8400","320","50"
"0.8656","0.0784","320","51"
"0.6272","0.2630","320","50"
"0.8094","0.5400","320","50"
"0.9594","0.0800","320","50"
"0.3120","0.1577","320","50"
"0.8572","0.1884","320","50"
"0.0852","0.3063","320","50"
"","","",""
"0.3150","0.3509","320","50"
"0.6947","0.2710","320","50"
"0.1819","0.0409","320","50"
"0.9406","0.1373","320","51"
"0.9031","0.1000","320","50"
"0.3875","0.9608","320","51"
"0.7250","0.2400","320","50"
"0.9219","0.9400","320","50"
"0.9626","0.2398","320","50"
"","","",""
"0.4844","0.8800","320","50"
"0.9023","0.3208","320","50"
"0.0531","0.0800","320","50"
"","","",""
"0.9875","0.8400","320","50"
"","","",""
"0.9239","0.9900","320","50"
"0.9611","0.7602","320","50"
"0.0828","0.2500","320","50"
"0.6943","0.0714","320","50"
"0.1152","0.6205","320","50"
"0.2838","0.6804","320","50"
"0.9987","0.2640","320","50"
"0.5429","0.1637","320","50"
"0.7818","0.9900","320","50"
"0.6633","0.3478","320","50"
"0.9906","0.0980","320","51"
"0.1125","0.9800","320","50"
"0.7906","0.7059","320","51"
"0.4063","0.7600","320","50"
"0.8778","0.4844","320","50"
"0.0594","0.0980","320","51"
"0.8087","0.2841","320","50"
"","","",""
"0.6563","0.9800","320","50"
"","","",""
"0.9938","0.8400","320","50"
"0.9500","0.8600","320","50"
"0.5726","0.8393","320","50"
"0.7238","0.1926","320","50"
"0.8224","0.0377","320","50"
"0.9812","0.6531","320","49"
"0.8610","0.7472","320","50"
"","","",""
"0.8531","0.5098","320","51"
"0.4406","0.3922","320","51"
"0.2903","0.1427","320","50"
"0.9094","0.3800","320","50"
"0.9313","0.2400","320","50"
"0.8875","0.0800","320","50"
"","","",""
"0.9546","0.5322","320","50"
"","","",""
"0.8672","0.5700","320","50"
"0.4077","0.0650","320","50"
"0.8894","0.6237","320","50"
"","","",""
"0.6969","0.2400","320","50"
"0.9734","0.9181","320","50"
"0.8219","0.6400","320","50"
"0.3734","0.9300","320","50"
"0.8906","0.5000","320","50"
"","","",""
"","","",""
"","","",""
"","","",""
"0.7375","0.7200","320","50"
"0.8187","0.7800","320","50"
"0.6750","0.2400","320","50"
"0.4977","0.5128","320","50"
"0.1828","0.0700","320","50"
"0.6219","0.7600","320","50"
"","","",""
"0.4953","0.4790","320","50"
"0.9063","0.1200","320","50"
"0.0498","0.9127","320","50"
"0.5245","0.3403","320","50"
"0.9005","0.4329","320","50"
"0.9353","0.2492","320","50"
"0.2375","0.8000","320","50"
"0.7297","0.4521","320","50"
"0.1110","0.5992","320","50"
"0.0688","0.0890","320","427"
"0.0031","0.4286","320","49"
"0.4636","0.0304","320","50"
"0.6935","0.0208","360","50"
"","","",""
"0.3469","0.4200","320","50"
"0.2344","0.7600","320","50"
"0.6240","0.6027","320","50"
"","","",""
"0.6985","0.6671","320","50"
"0.0906","0.6000","320","50"
"0.0125","0.3333","320","51"
"0.7156","0.6400","320","50"
"0.6194","0.8825","320","50"
"0.9672","0.2129","320","50"
"0.8802","0.2931","320","50"
"","","",""
"0.0437","0.4800","320","50"
"","","",""
"0.6506","0.5880","320","50"
"0.3594","0.1600","320","50"
"0.4641","0.1100","320","50"
"","","",""
"0.6394","0.5479","320","51"
"","","",""
"0.4781","0.0200","320","50"
"0.1655","0.4906","412","66"
"0.4906","0.4007","320","50"
"0.9685","0.4028","320","50"
"","","",""
"0.9484","0.2310","320","50"
"0.0730","0.0513","320","50"
"0.4500","0.7400","320","50"
"","","",""
"","","",""
"","","",""
"","","",""
"0.4281","0.3600","320","50"
"0.7943","0.8725","320","50"
"","","",""
"0.9375","0.9000","320","50"
"0.0403","0.0513","320","50"
"0.1245","0.7285","320","50"
"0.8354","0.8533","320","50"
"0.0979","0.1867","320","50"
"","","",""
"0.5031","0.1400","320","50"
"0.9018","0.2630","320","50"
"0.9125","0.8000","320","50"
"0.4896","0.6533","320","50"
"0.0300","0.0800","600","50"
"0.9049","0.0830","320","50"
"0.6667","0.7867","320","50"
"0.9594","0.0000","320","50"
"0.7156","0.3200","320","50"
"0.2030","0.9900","320","50"
"0.4156","0.1600","320","50"
"0.5538","0.6479","320","50"
"0.6375","0.4510","320","51"
"0.5854","0.9067","320","50"
"","","",""
"0.9625","0.0800","320","50"
"0.3542","0.4533","320","50"
"0.9563","0.0200","320","50"
"0.9408","0.2023","320","50"
"0.5719","0.4800","320","50"
"","","",""
"","","",""
"0.9250","0.3200","320","50"
"0.8366","0.5658","320","51"
"0.5804","0.5780","320","50"
"0.6741","0.6503","360","50"
"0.7375","0.9800","320","50"
"","","",""
"0.0246","0.8802","320","50"
"0.0437","0.4800","320","50"
"0.9479","0.5333","320","50"
"0.6084","0.4012","320","50"
"0.0250","0.8919","320","50"
"","","",""
"","","",""
"0.6835","0.3309","320","50"
"0.8755","0.4090","320","50"
"","","",""
"0.9437","0.3200","320","50"
"0.1809","0.1610","320","50"
"0.8535","0.4238","320","50"
"0.1754","0.4101","320","50"
"0.7594","0.9200","320","50"
"0.7297","0.8300","320","50"
"0.4313","0.5400","320","50"
"0.0512","0.0313","320","50"
"0.9489","0.3031","320","50"
"","","",""
"0.8703","0.3900","320","50"
"0.4594","0.8400","320","50"
"0.7250","0.5600","320","50"
"","","",""
"0.9313","0.1000","320","50"
"0.5523","0.2730","320","50"
"0.9563","0.1000","320","50"
"0.4875","0.3000","320","50"
"","","",""
"","","",""
"0.6758","0.1863","320","50"
"","","",""
"0.6469","0.7200","320","50"
"0.4750","0.3600","320","50"
"0.8750","0.1400","320","50"
"0.1781","0.1200","320","50"
"0.3292","0.6547","320","50"
"0.9049","0.3835","320","50"
"0.8344","0.8200","320","50"
"0.9281","0.4314","320","51"
"0.4930","0.3230","320","50"
"0.9906","0.2600","320","50"
"0.3242","0.9867","320","50"
"0.5742","0.9900","320","50"
"0.9126","0.4299","320","50"
"","","",""
"0.3339","0.3992","320","50"
"0.0094","0.5600","320","50"
"0.2313","0.3333","320","51"
"0.8818","0.1730","320","50"
"0.7875","0.2600","320","50"
"0.0469","0.0000","320","50"
"0.0244","0.6611","320","50"
"0.5313","0.3400","320","50"
"0.2938","0.4000","320","50"
"0.9844","0.4600","320","50"
"","","",""
"0.8729","0.4333","320","50"
"0.9938","0.2157","320","51"
"0.5375","0.6200","320","50"
"0.9355","0.2873","320","50"
"0.4992","0.0108","320","50"
"0.9470","0.2936","320","50"
"0.9594","0.5490","320","51"
"0.9354","0.2933","320","50"
"0.5867","0.8633","320","50"
"0.9469","0.0306","320","50"
"0.7500","0.7600","320","50"
"0.3307","0.2613","320","50"
"0.2570","0.0781","320","50"
"0.2500","0.5200","320","50"
"0.1569","0.1474","320","50"
"0.1125","0.1765","320","51"
"0.9676","0.5106","320","50"
"0.9470","0.3347","320","50"
"0.9417","0.4040","320","50"
"0.5195","0.2469","320","50"
"0.9408","0.3436","320","50"
"0.9906","0.4200","320","50"
"0.3458","0.7867","320","50"
"0.5711","0.2051","320","50"
"","","",""
"0.0625","0.0000","320","50"
"","","",""
"0.3142","0.6594","320","50"
"0.7531","0.0000","320","50"
"0.9156","0.6000","320","50"
"0.1714","0.4194","320","50"
"0.9719","0.4200","320","50"
"0.9018","0.4365","320","50"
"0.9625","0.8824","320","51"
"0.0324","0.5388","320","50"
"0.6715","0.5105","320","50"
"0.2458","0.7333","320","50"
"0.7562","0.1600","320","50"
"0.6615","0.4222","320","50"
"0.3063","0.7400","320","50"
"0.8999","0.0222","320","50"
"0.4500","0.0000","320","50"
"0.6719","0.9608","320","51"
"0.4781","0.6000","320","50"
"0.8969","0.0400","320","50"
"0.9661","0.1642","320","50"
"0.3760","0.7667","320","50"
"0.3908","0.9447","320","50"
"0.8731","0.0710","320","50"
"0.0844","0.5000","320","50"
"0.8254","0.0599","320","534"
"","","",""
"0.0469","0.9000","320","50"
"0.9594","0.3200","320","50"
"0.9625","0.0600","320","50"
"0.9516","0.3700","320","50"
"0.9438","0.5771","320","50"
"","","",""
"0.5188","0.1600","320","50"
"0.9270","0.5846","320","50"
"","","",""
"0.0498","0.9293","320","50"
"0.7941","0.1437","320","50"
"0.8833","0.2311","320","50"
"0.3125","0.0000","320","50"
"0.0920","0.5695","320","50"
"0.5156","0.8800","320","50"
"0.4688","0.0000","320","50"
"0.5563","0.9400","320","50"
"0.4648","0.6594","320","50"
"0.6194","0.5934","320","50"
"0.2656","0.7059","320","51"
"0.9094","0.3400","320","50"
"0.1056","0.0680","320","50"
"0.6172","0.9900","320","50"
"0.3250","0.3200","320","50"
"0.9437","0.2600","320","50"
"0.8812","0.3600","320","50"
"0.0031","0.3922","320","51"
"0.9281","0.5800","320","50"
"0.8269","0.7902","320","50"
"0.4945","0.4179","320","50"
"0.1406","0.1000","320","50"
"0.8875","0.0200","320","50"
"0.7193","0.4173","320","50"
"0.6070","0.3114","320","50"
"0.4000","0.7400","320","50"
"0.4656","0.2600","320","50"
"0.4760","0.4125","320","534"
"0.9335","0.9189","320","50"
"0.9531","0.0400","320","50"
"0.9459","0.3906","320","50"
"0.5301","0.8935","320","50"
"0.0500","0.4200","320","50"
"0.9500","0.1176","320","51"
"0.1313","0.4000","320","50"
"0.5539","0.3700","320","50"
"0.1938","0.0600","320","50"
"0.8835","0.3906","320","50"
"0.7094","0.9600","320","50"
"0.9509","0.0287","320","50"
"0.4490","0.4524","320","50"
"0.8938","0.2400","320","50"
"0.3888","0.0146","320","50"
"0.3312","0.2400","320","50"
"0.9906","0.9600","320","50"
"0.9406","0.0000","320","50"
"0.8688","0.2600","320","50"
"0.7056","0.8609","360","640"
"0.4813","0.2600","320","50"
"0.5062","0.4000","320","50"
"0.8052","0.1334","320","50"
"0.4875","0.4600","320","50"
"0.9281","0.6800","320","50"
"0.5734","0.4900","320","50"
"0.8862","0.6142","320","50"
"0.9000","0.8600","320","50"
"0.4368","0.3911","320","50"
"0.6188","0.4000","320","50"
"","","",""
"0.5617","0.1851","320","50"
"0.7562","0.5000","320","50"
"0.9938","0.3800","320","50"
"0.1719","0.4200","320","50"
"0.9250","0.2800","320","50"
"0.8125","0.1400","320","50"
"0.4313","0.9600","320","50"
"0.9396","0.2366","320","50"
"0.2344","0.1600","320","50"
"0.4469","0.6600","320","50"
"0.4990","0.3859","320","50"
"0.5593","0.0412","320","50"
"0.2213","0.8788","320","50"
"0.6719","0.3600","320","50"
"0.0665","0.9734","320","50"
"0.3812","0.2600","320","50"
"0.5125","0.1600","320","50"
"0.4656","0.2800","320","50"
"0.6250","0.0200","320","50"
"","","",""
"0.1434","0.6259","320","50"
"0.7969","0.7800","320","50"
"0.9370","0.1839","320","50"
"0.4927","0.5497","320","50"
"0.8500","0.5600","320","50"
"0.8652","0.5721","320","50"
"0.3666","0.4112","320","50"
"0.1673","0.2405","320","50"
"0.4771","0.3867","320","50"
"0.8875","0.0600","320","50"
"0.8405","0.8400","360","640"
"0.8148","0.0104","360","640"
"0.1281","0.9600","320","50"
"0.5679","0.6333","320","50"
"0.3359","0.5900","320","50"
"0.8607","0.7185","320","50"
"0.3072","0.8802","320","50"
"","","",""
"0.9361","0.4335","320","50"
"0.9375","0.8000","320","50"
"0.2349","0.4439","320","50"
"0.7156","0.0600","320","50"
"0.0531","0.3000","320","50"
"0.9863","0.9786","320","50"
"0.9089","0.0532","320","50"
"0.3463","0.9800","320","50"
"0.6375","0.7600","320","50"
"0.7094","0.5000","320","50"
"0.9031","0.7000","320","50"
"0.8940","0.2658","320","50"
"0.6937","0.3600","320","50"
"0.6975","0.5692","320","50"
"0.9925","0.2253","320","50"
"0.4365","0.5098","320","50"
"","","",""
"0.9812","0.3600","320","50"
"0.4375","0.7200","320","50"
"0.9221","0.0033","320","50"
"0.8375","0.9600","320","50"
"0.8909","0.4097","320","50"
"0.4589","0.0743","320","50"
"0.9500","0.2200","320","50"
"0.2262","0.9942","320","50"
"0.5742","0.9287","320","50"
"","","",""
"0.8623","0.2358","320","50"
"0.9125","0.4000","320","50"
"0.9156","0.3200","320","50"
"0.5750","0.4000","320","50"
"0.6594","0.9000","320","50"
"0.1997","0.0553","320","50"
"0.7937","0.2000","320","50"
"0.1719","0.0200","320","50"
"0.6866","0.5388","320","50"
"0.4774","0.9201","320","50"
"0.6406","0.7400","320","50"
"0.0016","0.4692","320","50"
"0.9094","0.9000","320","50"
"0.9314","0.2536","320","50"
"0.6367","0.6719","320","50"
"0.0418","0.5388","320","50"
"0.8221","0.8817","320","50"
"0.4274","0.1455","320","50"
"0.3906","0.5600","320","50"
"0.0049","0.0477","320","50"
"0.8688","0.9600","320","50"
"","","",""
"0.0313","0.5000","320","50"
"0.1969","0.8400","320","50"
"0.0543","0.5406","320","50"
"0.3805","0.0279","320","50"
"","","",""
"0.7406","0.1200","320","50"
"","","",""
"0.1177","0.4012","320","50"
"0.4254","0.3464","320","50"
"0.9829","0.7182","320","50"
"0.7972","0.4304","320","50"
"0.1348","0.0021","320","50"
"0.5469","0.7200","320","50"
"0.4313","0.0000","320","50"
"0.9906","0.3000","320","50"
"0.5206","0.4853","320","51"
"0.3822","0.8901","320","50"
"0.9314","0.3935","320","50"
"0.5176","0.6703","320","50"
"0.1143","0.9734","320","50"
"0.4750","0.4800","320","50"
"","","",""
"0.9125","0.4286","320","49"
"0.3344","0.3600","320","50"
"0.3971","0.4018","320","50"
"0.1891","0.2700","320","50"
"","","",""
"0.5500","0.7200","320","50"
"0.6188","0.1200","320","50"
"0.9375","0.5600","320","50"
"0.7879","0.5472","320","50"
"0.9250","0.7059","320","51"
"0.0141","0.2880","320","50"
"0.9438","0.2442","320","50"
"0.9023","0.7457","320","50"
"","","",""
"0.5554","0.4929","320","50"
"0.6406","0.7200","320","50"
"0.3969","0.4800","320","50"
"0.9844","0.1400","320","50"
"0.8313","0.3400","320","50"
"","","",""
"","","",""
"0.5057","0.3537","320","50"
"0.3884","0.4611","320","50"
"0.9469","0.1400","320","50"
"0.5219","0.7200","320","50"
"0.9875","0.2800","320","50"
"0.8569","0.6320","360","640"
"0.1031","0.1000","320","50"
"0.7917","0.6250","360","640"
"0.1656","0.5400","320","50"
"0.4938","0.4800","320","50"
"0.9266","0.2200","1280","50"
"0.3281","0.2200","320","50"
"0.7854","0.9867","320","50"
"0.5083","0.7067","320","50"
"0.8979","0.8933","320","50"
"0.9156","0.1800","320","50"
"0.9031","0.4000","320","50"
"0.4415","0.4812","320","50"
"0.6490","0.5867","320","50"
"0.1625","0.4800","320","50"
"0.9040","0.4902","320","50"
"0.2074","0.8009","320","50"
"0.9750","0.3200","320","50"
"0.7866","0.7104","320","50"
"0.2120","0.5649","320","50"
"0.7688","0.8400","320","50"
"0.9281","0.2200","320","50"
"0.9938","0.1200","320","50"
"0.4651","0.8801","320","50"
"0.4683","0.3936","320","50"
"0.9542","0.6267","320","50"
"0.2933","0.3013","320","50"
