"touchX","touchY","deviceWidth","deviceHeight"
"0.6546","0.5486","360","592"
"0.4938","0.8518","320","533"
"0.5637","0.6475","320","534"
"0.1889","0.1891","360","640"
"0.1037","0.5398","800","1280"
"0.7406","0.4177","360","592"
"0.7306","0.4641","360","640"
"0.2913","0.6962","360","592"
"0.6528","0.8313","360","640"
"0.5083","0.6436","360","592"
"","","",""
"0.9781","0.0788","320","533"
"","","",""
"0.8849","0.0278","360","592"
"0.6616","0.7059","360","540"
"0.4017","0.4688","600","1024"
"","","",""
"0.7000","0.7129","320","533"
"","","",""
"","","",""
"0.8000","0.9391","360","640"
"","","",""
"0.4094","0.7750","320","480"
"","","",""
"","","",""
"","","",""
"","","",""
"0.9656","0.1013","320","533"
"","","",""
"0.4948","0.9088","320","534"
"0.6479","0.4156","213","320"
"","","",""
"","","",""
"0.5033","0.1777","600","1024"
"0.2222","0.3778","360","540"
"","","",""
"0.2778","0.9547","360","640"
"","","",""
"0.8750","0.7109","360","640"
"","","",""
"0.5861","0.8828","360","640"
"","","",""
"0.5600","0.7852","600","1024"
"","","",""
"","","",""
"0.1306","0.9156","360","640"
"0.0528","0.1109","360","640"
"0.5676","0.7477","320","570"
"","","",""
"0.2281","0.1764","320","533"
"","","",""
"","","",""
"0.4437","0.8478","320","427"
"0.5639","0.8859","360","640"
"0.7063","0.0056","320","533"
"0.7407","0.9865","360","640"
"","","",""
"0.4375","0.4165","320","533"
"","","",""
"0.4683","0.8576","600","976"
"0.2133","0.9512","600","1024"
"","","",""
"","","",""
"0.4833","0.8297","360","640"
"0.0187","0.9587","320","533"
"","","",""
"0.4163","0.9229","800","1232"
"","","",""
"","","",""
"0.3167","0.6672","360","640"
"","","",""
"","","",""
"","","",""
"0.9306","0.2625","360","640"
"","","",""
"0.2967","0.9467","600","976"
"","","",""
"0.8683","0.9346","600","1024"
"","","",""
"","","",""
"","","",""
"0.3361","0.6406","360","640"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.9583","0.0488","600","1024"
"","","",""
"","","",""
"0.3312","0.2176","320","533"
"","","",""
"","","",""
"","","",""
"","","",""
"0.8844","0.9476","320","534"
"0.1694","0.9313","360","640"
"0.4037","0.7333","360","640"
"","","",""
"0.4804","0.9042","560","595"
"0.2700","0.3867","600","1024"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.4042","0.7510","424","706"
"","","",""
"","","",""
"","","",""
"","","",""
"0.3917","0.9625","360","640"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.9472","0.9703","360","640"
"","","",""
"","","",""
"","","",""
"","","",""
"0.8420","0.9813","320","534"
"","","",""
"","","",""
"","","",""
"0.4900","0.5918","600","1024"
"0.9187","0.9568","320","533"
"","","",""
"","","",""
"0.9820","0.9486","360","592"
"","","",""
"","","",""
"0.3183","0.3105","600","1024"
"","","",""
"0.8571","0.0380","360","592"
"0.9688","0.3827","320","533"
"","","",""
"","","",""
"0.4719","0.1764","320","533"
"0.3567","0.6732","600","976"
"","","",""
"","","",""
"","","",""
"","","",""
"0.0888","0.0895","360","592"
"","","",""
"","","",""
"0.2883","0.6582","600","1024"
"0.9194","0.0163","360","615"
"0.5031","0.8865","320","534"
"","","",""
"0.0467","0.4873","600","1024"
"0.4175","0.5418","360","592"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.5156","0.5586","320","534"
"0.0374","0.9722","480","752"
"0.5275","0.8982","601","914"
"","","",""
"","","",""
"0.6262","0.2742","800","1280"
"0.7833","0.0000","360","592"
"0.0389","0.7750","360","640"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.3028","0.1203","360","640"
"","","",""
"0.4278","0.5578","360","640"
"0.6417","0.7615","320","534"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.7917","0.1625","360","640"
"0.1500","0.0234","360","640"
"","","",""
"","","",""
"0.9094","0.2101","320","533"
"","","",""
"0.9667","0.0571","360","568"
"0.3875","0.8812","320","480"
"0.2497","0.4228","360","592"
"0.7844","0.4292","320","480"
"0.9500","0.0056","320","534"
"0.2417","0.6005","320","534"
"0.9500","0.0796","320","427"
"0.1931","0.9258","360","640"
"0.7556","0.7370","360","540"
"0.7417","0.1309","600","1024"
"0.3509","0.7005","360","592"
"","","",""
"0.9889","0.9756","360","616"
"","","",""
"0.0156","0.0747","320","455"
"0.7983","0.4844","600","900"
"","","",""
"0.9933","0.2033","600","900"
"0.4636","0.7544","320","534"
"","","",""
"","","",""
"0.4562","0.5831","320","427"
"","","",""
"","","",""
"0.5906","0.7438","574","480"
"","","",""
"","","",""
"","","",""
"0.4444","0.6047","360","640"
"","","",""
"0.4304","0.9895","320","508"
"","","",""
"","","",""
"0.3854","0.9238","320","534"
"","","",""
"","","",""
"0.1637","0.0734","360","592"
"","","",""
"","","",""
"","","",""
"0.1019","0.2052","360","640"
"0.3972","0.6172","360","640"
"","","",""
"","","",""
"","","",""
"0.5567","0.5049","600","1024"
"0.5250","0.6479","320","534"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.5750","0.6078","360","640"
"0.0450","0.7334","600","1024"
"0.0722","0.4484","360","640"
"0.6483","0.7623","600","976"
"0.5587","0.4040","360","640"
"","","",""
"0.5437","0.5156","360","592"
"0.6667","0.8703","360","640"
"0.2906","0.0356","320","533"
"0.2011","0.0962","360","592"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.5569","0.7508","360","640"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.3680","0.7689","600","976"
"","","",""
"","","",""
"0.5083","0.7500","360","640"
"","","",""
"0.0033","0.3184","600","1024"
"","","",""
"","","",""
"","","",""
"","","",""
"0.0250","0.2635","360","592"
"","","",""
"","","",""
"0.6900","0.6367","600","1024"
"","","",""
"","","",""
"0.4611","0.7969","360","640"
"0.6531","0.5103","320","533"
"","","",""
"0.6727","0.6507","360","592"
"0.7171","0.8938","360","640"
"","","",""
"","","",""
"","","",""
"0.2000","0.4071","320","533"
"0.5167","0.7891","360","640"
"","","",""
"","","",""
"0.1957","0.2817","360","592"
"0.0416","0.8064","360","640"
"0.4938","0.2846","320","534"
"0.3906","0.7805","320","533"
"","","",""
"","","",""
"","","",""
"0.9278","0.3699","360","592"
"","","",""
"","","",""
"0.6111","0.4047","360","640"
"0.3162","0.1218","360","640"
"0.3467","0.6963","600","1024"
"","","",""
"","","",""
"","","",""
"0.8530","0.3310","360","640"
"","","",""
"0.0399","0.3638","601","962"
"0.3688","0.0878","480","752"
"0.7389","0.3750","360","640"
"","","",""
"0.9950","0.8398","600","1024"
"0.5967","0.6342","600","976"
"","","",""
"","","",""
"","","",""
"0.4500","0.1926","360","592"
"0.9917","0.0313","600","1024"
"0.5444","0.9063","360","640"
"0.4676","0.7641","360","592"
"0.3719","0.7989","320","522"
"0.6687","0.6966","320","534"
"","","",""
"0.2833","0.1475","600","1024"
"0.1913","0.3122","600","976"
"0.4906","0.7636","320","533"
"0.4806","0.6554","360","592"
"0.3183","0.8164","600","1024"
"","","",""
"0.4871","0.4824","360","640"
"0.1062","0.6041","320","533"
"","","",""
"0.4411","0.6274","600","976"
"","","",""
"","","",""
"0.2683","0.8256","360","640"
"","","",""
"","","",""
"0.4570","0.9323","360","640"
"0.6125","0.5178","320","533"
"0.7850","0.9418","360","592"
"","","",""
"0.7684","0.5663","360","592"
"","","",""
"","","",""
"","","",""
"","","",""
"0.3273","0.7182","360","640"
"","","",""
"","","",""
"","","",""
"0.2567","0.2773","600","1024"
"0.9444","0.0406","360","616"
"","","",""
"0.6139","0.7391","360","640"
"","","",""
"","","",""
"0.8944","0.9891","360","640"
"","","",""
"","","",""
"","","",""
"","","",""
"0.8806","0.0984","360","640"
"0.8361","0.0094","360","640"
"","","",""
"","","",""
"0.3458","0.0883","360","640"
"0.3778","0.6687","360","640"
"","","",""
"","","",""
"0.4760","0.2263","320","534"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.3156","0.1332","320","533"
"","","",""
"0.7222","0.7828","360","640"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.8111","0.2469","360","640"
"","","",""
"0.2906","0.8431","320","427"
"","","",""
"0.5583","0.4313","360","640"
"0.6361","0.6438","360","640"
"","","",""
"","","",""
"0.5298","0.7432","360","640"
"0.2551","0.4038","360","640"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.7467","0.2725","600","1024"
"","","",""
"0.4167","0.5906","360","640"
"","","",""
"0.4063","0.9212","320","533"
"","","",""
"0.1780","0.4063","528","320"
"0.9834","0.0073","360","616"
"0.9694","0.9708","360","616"
"","","",""
"0.9300","0.5156","600","1024"
"","","",""
"0.4324","0.9663","320","534"
"0.1883","0.1299","600","1024"
"0.4917","0.4031","360","640"
"","","",""
"0.8438","0.3417","320","480"
"0.4574","0.5990","360","640"
"","","",""
"0.7083","0.9233","600","900"
"","","",""
"0.8688","0.9456","320","570"
"0.4924","0.9030","360","592"
"","","",""
"","","",""
"","","",""
"0.0281","0.2852","320","533"
"0.8571","0.0700","360","592"
"","","",""
"","","",""
"","","",""
"0.9992","0.0237","598","336"
"","","",""
"0.1281","0.2389","320","427"
"","","",""
"","","",""
"0.3013","0.1615","800","1232"
"","","",""
"","","",""
"0.0139","0.3356","360","594"
"0.4556","0.6109","360","640"
"","","",""
"0.6188","0.4854","480","752"
"0.4951","0.7604","360","592"
"","","",""
"0.2833","0.5969","360","640"
"","","",""
"0.4685","0.4521","360","640"
"","","",""
"0.8400","0.0143","600","976"
"","","",""
"0.2875","0.8273","360","640"
"0.1060","0.0561","320","534"
"","","",""
"0.3625","0.1276","320","533"
"0.0844","0.1201","320","533"
"0.4896","0.5258","360","592"
"0.5813","0.3996","320","533"
"0.3525","0.8393","800","1232"
"","","",""
"","","",""
"","","",""
"0.4714","0.9309","360","568"
"","","",""
"","","",""
"","","",""
"0.9863","0.0620","640","336"
"","","",""
"","","",""
"0.9833","0.3203","360","640"
"","","",""
"0.6921","0.6296","360","592"
"0.6047","0.9182","360","592"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.3820","0.8438","320","534"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.3111","0.8350","320","534"
"","","",""
"0.8583","0.0172","360","640"
"0.5017","0.7422","600","1024"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.9669","0.0556","574","522"
"","","",""
"","","",""
"0.3950","0.6402","320","570"
"0.7667","0.5490","360","592"
"0.4611","0.6203","360","640"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.8308","0.0574","360","592"
"","","",""
"0.5262","0.6396","800","1232"
"","","",""
"","","",""
"0.8037","0.0302","360","640"
"","","",""
"","","",""
"0.6917","0.6594","360","640"
"","","",""
"","","",""
"0.1833","0.9463","600","1024"
"","","",""
"0.6350","0.2890","800","1232"
"","","",""
"0.2656","0.2683","320","533"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.4500","0.6360","320","533"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.0094","0.3954","320","569"
"0.4546","0.4786","360","640"
"","","",""
"","","",""
"","","",""
"0.9293","0.7506","320","534"
"","","",""
"0.3190","0.7275","360","592"
"","","",""
"","","",""
"0.9667","0.0474","451","801"
"","","",""
"","","",""
"0.7892","0.5207","360","592"
"","","",""
"","","",""
"0.9771","0.1904","320","570"
"","","",""
"","","",""
"0.9593","0.0598","360","591"
"0.5073","0.8865","320","534"
"0.0943","0.9126","360","640"
"0.0625","0.6292","320","534"
"0.5188","0.7542","320","533"
"0.5350","0.6348","600","1024"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.8333","0.8986","360","592"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.9083","0.0141","360","640"
"0.2111","0.9125","360","640"
"0.5426","0.7590","320","522"
"","","",""
"0.3805","0.0237","320","534"
"0.5219","0.8464","320","534"
"","","",""
"","","",""
"0.7766","0.0775","320","534"
"","","",""
"0.4048","0.5355","360","592"
"","","",""
"0.7879","0.5386","320","570"
"","","",""
"0.1414","0.0112","320","534"
"","","",""
"","","",""
"0.2500","0.7781","360","640"
"","","",""
"0.7943","0.0357","598","336"
"","","",""
"0.3939","0.6498","360","592"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.8875","0.9438","320","534"
"0.6533","0.7900","600","976"
"0.5563","0.6585","320","533"
"","","",""
"0.1700","0.9121","600","1024"
"0.0313","0.0901","320","533"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.0813","0.2062","320","480"
"","","",""
"0.4806","0.5000","360","592"
"0.0550","0.2451","600","1024"
"0.1722","0.1906","360","640"
"","","",""
"0.3467","0.6600","360","592"
"","","",""
"0.9781","0.5666","320","533"
"0.2333","0.4516","360","640"
"","","",""
"","","",""
"0.8094","0.4098","320","427"
"","","",""
"","","",""
"","","",""
"0.5354","0.5249","360","592"
"","","",""
"0.8719","0.3644","600","976"
"0.4889","0.4344","360","640"
"0.5519","0.5448","360","640"
"","","",""
"0.3855","0.4011","360","640"
"","","",""
"","","",""
"0.5491","0.7925","320","534"
"0.9691","0.0759","598","335"
"","","",""
"","","",""
"0.4056","0.6547","360","640"
"0.0569","0.7148","360","640"
"","","",""
"","","",""
"0.1601","0.6372","320","534"
"","","",""
"","","",""
"","","",""
"0.4906","0.6660","320","533"
"","","",""
"","","",""
"0.2917","0.8781","360","640"
"","","",""
"0.8389","0.2031","360","640"
"","","",""
"","","",""
"0.6094","0.8314","320","522"
"","","",""
"0.3281","0.5250","320","480"
"","","",""
"0.5167","0.9844","360","640"
"0.8375","0.3077","320","533"
"","","",""
"0.7235","0.5537","320","570"
"0.8585","0.6222","360","640"
"","","",""
"","","",""
"","","",""
"0.2994","0.4726","320","534"
"0.3063","0.3521","320","534"
"0.4905","0.5308","524","569"
"","","",""
"","","",""
"0.4567","0.8408","600","1024"
"0.9630","0.0010","1080","1917"
"","","",""
"0.9606","0.0287","1067","592"
"","","",""
"","","",""
"0.1472","0.5591","360","592"
"","","",""
"","","",""
"","","",""
"0.6103","0.0824","360","594"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.6322","0.6773","600","976"
"","","",""
"","","",""
"0.4000","0.7469","360","640"
"0.0312","0.1309","320","534"
"0.6792","0.3102","360","640"
"","","",""
"","","",""
"","","",""
"","","",""
"0.8438","0.7392","320","533"
"","","",""
"0.1678","0.0253","360","592"
"0.0000","0.6754","320","533"
"0.1667","0.9266","360","640"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.3589","0.1267","800","1280"
"0.4950","0.2969","600","1024"
"0.9098","0.0448","360","568"
"0.6031","0.4801","320","427"
"","","",""
"0.4250","0.3296","320","534"
"0.7500","0.6523","600","1024"
"","","",""
"","","",""
"","","",""
"","","",""
"0.6387","0.3209","601","962"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.9639","0.0625","360","640"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.6630","0.5874","360","592"
"","","",""
"0.7833","0.6641","360","640"
"","","",""
"0.3219","0.7317","320","533"
"","","",""
"0.3010","0.6397","360","592"
"","","",""
"0.0652","0.0338","360","592"
"","","",""
"","","",""
"","","",""
"0.8594","0.4522","320","533"
"","","",""
"0.1250","0.1013","320","533"
"","","",""
"","","",""
"","","",""
"0.1250","0.5166","600","1024"
"0.7101","0.5738","360","640"
"0.3875","0.6086","360","640"
"","","",""
"","","",""
"","","",""
"","","",""
"0.9187","0.1217","640","1019"
"","","",""
"0.8946","0.9739","360","592"
"0.4703","0.5863","640","336"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.7750","0.9719","320","534"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.8694","0.3406","360","640"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.9348","0.7963","360","640"
"0.3883","0.9080","360","597"
"0.2097","0.8991","534","555"
"","","",""
"","","",""
"","","",""
"","","",""
"0.5451","0.6979","360","592"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.2475","0.5276","800","1232"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.0200","0.0568","800","1232"
"","","",""
"0.3784","0.8631","360","640"
"0.3389","0.1470","360","592"
"","","",""
"0.5156","0.5806","320","570"
"0.4813","0.6961","320","533"
"0.9719","0.0774","640","336"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.8111","0.9938","360","640"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.2100","0.8953","320","534"
"0.4111","0.9406","360","640"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.1010","0.2803","320","522"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.6167","0.6993","360","592"
"","","",""
"","","",""
"","","",""
"","","",""
"0.1806","0.0719","360","640"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.0467","0.5723","600","1024"
"0.8817","0.4805","600","1024"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.4417","0.0484","360","640"
"","","",""
"","","",""
"","","",""
"","","",""
"0.3000","0.9021","320","480"
"0.5842","0.6434","320","534"
"0.6333","0.8213","600","1024"
"","","",""
"0.3594","0.7767","320","533"
"0.8125","0.4465","320","533"
"","","",""
"","","",""
"","","",""
"0.5344","0.7242","320","533"
"0.4147","0.7258","360","592"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.3638","0.5773","320","534"
"0.7556","0.3719","360","640"
"","","",""
"","","",""
"0.5759","0.9448","360","640"
"0.2028","0.9250","360","640"
"","","",""
"","","",""
"0.7069","0.0561","320","522"
"0.8308","0.1276","360","540"
"","","",""
"","","",""
"","","",""
"","","",""
"0.6000","0.5328","320","533"
"","","",""
"0.9688","0.0665","320","496"
"","","",""
"","","",""
"","","",""
"0.9000","0.4238","600","1024"
"","","",""
"0.7431","0.6765","360","592"
"0.5525","0.5938","800","1280"
"0.4553","0.5661","320","534"
"0.4761","0.8379","320","534"
"","","",""
"0.5118","0.6642","360","592"
"","","",""
"0.9752","0.0667","564","480"
"0.4657","0.5860","320","534"
"","","",""
"0.8280","0.8244","360","640"
"0.4542","0.7225","601","962"
"0.1688","0.1726","320","533"
"","","",""
"","","",""
"0.9333","0.9094","360","640"
"0.7783","0.8027","600","1024"
"","","",""
"","","",""
"","","",""
"0.5118","0.4411","360","640"
"","","",""
"0.6719","0.1295","320","533"
"0.5556","0.8438","360","640"
"","","",""
"","","",""
"0.5534","0.8298","360","640"
"0.2250","0.5741","320","533"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.3870","0.1781","360","592"
"0.7312","0.1766","640","1019"
"","","",""
"0.9894","0.0771","564","480"
"","","",""
"","","",""
"","","",""
"0.6910","0.2713","320","534"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.3245","0.9655","360","592"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.2017","0.0498","600","1024"
"0.4389","0.1688","360","640"
"","","",""
"","","",""
"","","",""
"","","",""
"0.6648","0.7183","360","640"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.4344","0.8729","564","480"
"","","",""
"0.5017","0.6885","600","1024"
"0.4806","0.9578","360","640"
"0.4990","0.9876","600","976"
"","","",""
"","","",""
"0.1476","0.1671","320","570"
"","","",""
"0.5687","0.9137","320","533"
"0.6373","0.6902","601","962"
"0.8292","0.1602","360","640"
"","","",""
"0.2667","0.9358","360","592"
"","","",""
"","","",""
"","","",""
"","","",""
"0.0094","0.1201","320","533"
"","","",""
"0.3900","0.7773","600","1024"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.5201","0.9302","360","594"
"","","",""
"0.2969","0.9325","320","533"
"0.6028","0.5156","360","640"
"","","",""
"","","",""
"","","",""
"","","",""
"0.5083","0.6281","360","640"
"0.9034","0.9810","412","732"
"","","",""
"","","",""
"","","",""
"0.5813","0.5375","320","480"
"","","",""
"0.4678","0.6986","320","570"
"","","",""
"","","",""
"","","",""
"","","",""
"0.3861","0.5672","360","640"
"0.0656","0.4522","320","533"
"","","",""
"","","",""
"","","",""
"","","",""
"0.5634","0.4969","213","320"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.3875","0.6742","320","534"
"0.0667","0.7559","600","1024"
"","","",""
"","","",""
"","","",""
"0.4444","0.7230","360","592"
"","","",""
"0.3069","0.5258","360","640"
"","","",""
"","","",""
"","","",""
"0.9313","0.1501","320","533"
"","","",""
"0.5306","0.9047","360","640"
"0.9600","0.0371","600","1024"
"","","",""
"","","",""
"","","",""
"","","",""
"0.5946","0.4377","320","534"
"","","",""
"","","",""
"0.8086","0.0270","360","592"
"0.5222","0.6516","360","640"
"0.1208","0.2072","320","534"
"0.1906","0.1735","320","490"
"0.6813","0.4345","320","534"
"0.4350","0.5498","600","1024"
"","","",""
"0.3722","0.0938","360","640"
"0.4700","0.0947","600","1024"
"","","",""
"0.2719","0.4292","320","480"
"0.3861","0.6000","360","640"
"","","",""
"","","",""
"0.4125","0.6695","360","640"
"0.3097","0.1117","360","640"
"0.0833","0.9250","360","640"
"","","",""
"","","",""
"","","",""
"0.4944","0.1656","360","640"
"","","",""
"0.7281","0.6116","320","533"
"","","",""
"","","",""
"0.3611","0.7297","360","640"
"","","",""
"","","",""
"0.6600","0.0420","600","1024"
"","","",""
"","","",""
"","","",""
"","","",""
"0.9969","0.1854","320","480"
"0.7833","0.7578","360","640"
"","","",""
"","","",""
"0.2287","0.0574","320","534"
"0.5074","0.5521","360","640"
"","","",""
"","","",""
"","","",""
"","","",""
"0.3556","0.6000","360","640"
"0.5381","0.8017","360","592"
"","","",""
"0.0383","0.4893","600","1024"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.2083","0.0997","360","592"
"","","",""
"","","",""
"0.5201","0.9072","360","592"
"","","",""
"","","",""
"","","",""
"0.4000","0.5591","360","592"
"0.5800","0.5698","320","534"
"0.4192","0.2559","800","1232"
"","","",""
"0.4577","0.1483","360","640"
"","","",""
"","","",""
"0.9741","0.0583","360","640"
"0.4972","0.6959","360","592"
"","","",""
"0.3983","0.4385","600","1024"
"","","",""
"","","",""
"0.0250","0.5980","360","594"
"0.8933","0.0264","600","1024"
"0.5867","0.7203","600","976"
"","","",""
"0.0000","0.0591","360","592"
"","","",""
"","","",""
"0.7000","0.8086","320","533"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.4022","0.7814","360","640"
"0.3900","0.1602","600","1024"
"0.3289","0.9234","602","914"
"","","",""
"","","",""
"","","",""
"0.3273","0.6973","360","594"
"","","",""
"0.3219","0.8236","320","533"
"","","",""
"","","",""
"","","",""
"0.8812","0.1220","320","533"
"0.6500","0.6828","360","640"
"","","",""
"","","",""
"0.4167","0.4500","360","640"
"0.1917","0.4250","360","640"
"","","",""
"","","",""
"","","",""
"","","",""
"0.5361","0.4814","360","592"
"0.5611","0.7766","360","640"
"","","",""
"","","",""
"","","",""
"0.6639","0.7266","360","640"
"0.3967","0.7288","320","534"
"0.6222","0.2703","360","592"
"","","",""
"0.4156","0.6417","320","533"
"","","",""
"","","",""
"","","",""
"0.9781","0.3227","320","533"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.9281","0.0596","320","570"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.7167","0.8703","360","640"
"0.5659","0.4106","360","640"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.3825","0.6263","320","522"
"","","",""
"","","",""
"","","",""
"0.9741","0.2141","601","914"
"","","",""
"","","",""
"0.3769","0.1307","360","640"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.4522","0.8422","360","592"
"0.3716","0.8563","320","534"
"0.3233","0.6025","600","1024"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.7060","0.1688","360","592"
"0.6722","0.8594","360","640"
"","","",""
"0.1783","0.0557","600","1024"
"","","",""
"","","",""
"","","",""
"0.4875","0.6886","320","533"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.0944","0.0929","360","592"
"","","",""
"","","",""
"","","",""
"0.7143","0.7322","360","640"
"","","",""
"0.0700","0.1318","600","1024"
"0.0437","0.7692","320","533"
"0.9657","0.0823","592","336"
"0.4100","0.8564","600","1024"
"0.4375","0.1803","320","427"
"","","",""
"","","",""
"","","",""
"0.2556","0.5107","360","640"
"","","",""
"","","",""
"","","",""
"0.9563","0.0608","480","526"
"","","",""
"0.0264","0.5473","360","639"
"","","",""
"0.6397","0.9822","592","336"
"","","",""
"0.6719","0.1171","320","427"
"0.3722","0.4484","360","640"
"","","",""
"","","",""
"","","",""
"0.1615","0.0732","768","1024"
"0.2678","0.3955","360","640"
"0.7125","0.8854","320","480"
"","","",""
"0.2011","0.9900","360","594"
"0.0850","0.1660","600","1024"
"","","",""
"0.9408","0.0057","574","522"
"","","",""
"0.9209","0.1148","360","592"
"","","",""
"0.4683","0.8506","600","1024"
"0.9767","0.0789","598","335"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.4389","0.9257","360","592"
"","","",""
"0.5340","0.3372","360","640"
"0.5889","0.5062","360","640"
"","","",""
"0.7083","0.6734","360","640"
"0.2574","0.9313","360","592"
"","","",""
"0.4574","0.5230","320","522"
"","","",""
"0.4241","0.9708","360","640"
"0.6750","0.5524","320","534"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.7889","0.9938","360","640"
"","","",""
"0.9294","0.1284","360","640"
"0.5645","0.7439","360","640"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.6222","0.7984","360","640"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.9264","0.7180","360","640"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.2121","0.1875","320","522"
"0.6204","0.3302","360","640"
"0.8750","0.1257","320","533"
"","","",""
"","","",""
"0.3861","0.8514","360","592"
"","","",""
"","","",""
"0.3435","0.6589","360","640"
"","","",""
"0.6507","0.5946","320","570"
"","","",""
"","","",""
"0.0722","0.0453","360","640"
"0.4844","0.9024","320","533"
"","","",""
"","","",""
"0.1694","0.0845","360","592"
"","","",""
"","","",""
