"touchX","touchY","deviceWidth","deviceHeight"
"","","",""
"0.5700","0.7925","360","592"
"","","",""
"0.2248","0.5325","360","640"
"0.9444","0.0591","360","592"
"","","",""
"","","",""
"0.3656","0.6079","320","533"
"","","",""
"","","",""
"0.3367","0.1084","600","1024"
"0.5194","0.9453","360","640"
"0.4972","0.6859","360","640"
"0.0400","0.1309","600","1024"
"","","",""
"","","",""
"0.2088","0.0625","320","534"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.8497","0.1650","320","534"
"","","",""
"0.5567","0.4961","600","1024"
"0.5000","0.6107","600","976"
"","","",""
"0.2975","0.1924","800","1232"
"","","",""
"","","",""
"","","",""
"0.1200","0.5094","800","1280"
"","","",""
"0.5444","0.7109","360","640"
"","","",""
"","","",""
"0.8155","0.4422","360","540"
"0.5049","0.9207","360","592"
"","","",""
"","","",""
"0.6168","0.7256","320","480"
"0.2765","0.9002","320","534"
"0.2472","0.0375","360","640"
"","","",""
"","","",""
"0.3398","0.9649","360","640"
"","","",""
"","","",""
"0.9883","0.0313","600","1024"
"0.0183","0.7718","600","976"
"0.3424","0.1000","320","534"
"0.0517","0.7461","600","1024"
"","","",""
"0.2233","0.0781","600","1024"
"0.9583","0.7348","360","592"
"0.2389","0.7635","360","592"
"0.3160","0.9137","320","524"
"0.9944","0.0585","360","615"
"0.9083","0.0483","360","592"
"","","",""
"0.2594","0.4146","320","533"
"0.8764","0.7750","534","320"
"","","",""
"","","",""
"0.9156","0.3546","320","533"
"","","",""
"","","",""
"0.9537","0.0521","360","640"
"0.1892","0.9136","320","570"
"0.5233","0.1768","600","1024"
"0.5444","0.2031","360","640"
"0.9969","0.0600","320","533"
"0.8185","0.9865","360","615"
"0.0875","0.7453","320","534"
"0.8375","0.0638","320","533"
"0.2719","0.3921","320","533"
"","","",""
"","","",""
"","","",""
"0.7150","0.0883","800","1280"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.7556","0.8063","360","640"
"","","",""
"0.3438","0.5199","320","427"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.5750","0.9250","360","640"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.2167","0.9219","360","640"
"0.7031","0.5208","320","480"
"0.0187","0.1292","320","480"
"0.1688","0.8931","320","533"
"0.4917","0.6734","360","640"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.6394","0.6083","360","616"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.4567","0.5918","600","1024"
"0.5052","0.8878","320","534"
"","","",""
"","","",""
"0.4879","0.4888","640","336"
"","","",""
"","","",""
"0.7486","0.0180","360","640"
"","","",""
"0.8067","0.5625","600","1024"
"0.3438","0.1573","320","534"
"0.2667","0.4395","600","976"
"","","",""
"","","",""
"0.5076","0.9131","360","592"
"0.0402","0.9196","360","640"
"","","",""
"0.9499","0.9613","320","534"
"","","",""
"","","",""
"0.5215","0.8861","360","592"
"0.5333","0.6629","600","976"
"0.2906","0.6538","320","569"
"","","",""
"","","",""
"","","",""
"","","",""
"0.6050","0.6680","800","1280"
"","","",""
"","","",""
"","","",""
"0.8094","0.7816","320","522"
"0.4125","0.1554","320","534"
"","","",""
"0.3312","0.1013","320","533"
"0.2871","0.0971","360","592"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.6632","0.0419","320","524"
"","","",""
"0.0656","0.2233","640","360"
"0.2972","0.3312","360","640"
"","","",""
"0.8963","0.0938","360","540"
"","","",""
"0.6500","0.8812","360","640"
"0.9940","0.0008","668","1184"
"0.6563","0.1088","320","533"
"0.6852","0.1260","360","640"
"","","",""
"","","",""
"0.0639","0.0557","360","592"
"","","",""
"","","",""
"","","",""
"0.6031","0.1651","320","533"
"","","",""
"0.2611","0.3656","360","640"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.8773","0.7309","320","522"
"0.3593","0.4990","360","640"
"0.9472","0.0760","360","592"
"0.8630","0.9260","360","640"
"0.6625","0.7392","320","533"
"0.8699","0.7480","601","962"
"","","",""
"0.4437","0.0244","320","533"
"0.9656","0.0491","550","976"
"0.5648","0.9021","360","640"
"0.7325","0.7217","400","600"
"","","",""
"0.7778","0.0563","360","640"
"","","",""
"","","",""
"","","",""
"0.7281","0.5208","320","480"
"0.2333","0.4210","360","639"
"","","",""
"0.9556","0.0000","360","540"
"","","",""
"","","",""
"","","",""
"0.1750","0.9193","320","533"
"","","",""
"0.2800","0.4980","600","1024"
"0.3417","0.1641","600","1024"
"0.5323","0.9324","360","640"
"","","",""
"0.9713","0.1064","320","480"
"0.5413","0.9137","320","480"
"0.4619","0.7096","360","640"
"0.2407","0.9848","360","616"
"0.5492","0.8439","360","640"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.7444","0.1674","360","639"
"","","",""
"","","",""
"","","",""
"","","",""
"0.2646","0.9803","601","914"
"0.1469","0.3771","320","480"
"","","",""
"","","",""
"0.3362","0.1016","800","1280"
"0.3139","0.3827","320","522"
"","","",""
"0.9163","0.0658","668","1184"
"","","",""
"0.1417","0.2016","360","640"
"","","",""
"0.4562","0.2225","320","427"
"","","",""
"0.5992","0.7026","360","640"
"0.5229","0.6753","360","640"
"0.6133","0.3965","600","1024"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.6200","0.5635","600","1024"
"","","",""
"","","",""
"","","",""
"0.4437","0.7336","320","533"
"0.7417","0.3969","360","640"
"0.9917","0.0437","360","640"
"","","",""
"","","",""
"","","",""
"0.1731","0.8703","360","568"
"0.5213","0.9244","564","516"
"0.3250","0.1136","360","616"
"0.5700","0.6690","360","640"
"","","",""
"0.5241","0.9354","360","640"
"","","",""
"","","",""
"","","",""
"0.7000","0.6859","360","640"
"","","",""
"","","",""
"","","",""
"0.9000","0.0228","360","615"
"","","",""
"","","",""
"","","",""
"","","",""
"0.9717","0.0371","600","1024"
"","","",""
"","","",""
"","","",""
"0.4424","0.7055","360","592"
"","","",""
"","","",""
"0.1444","0.9109","360","640"
"0.6406","0.7705","320","427"
"0.6406","0.7542","320","480"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.5076","0.5831","360","640"
"","","",""
"0.9196","0.8297","360","616"
"","","",""
"","","",""
"0.0317","0.5371","600","1024"
"0.3944","0.6203","360","640"
"0.8711","0.7617","320","570"
"","","",""
"0.9463","0.0597","360","592"
"0.4824","0.8745","360","640"
"0.5257","0.8866","360","639"
"","","",""
"","","",""
"0.9393","0.0425","570","296"
"0.3400","0.3330","600","1024"
"","","",""
"","","",""
"0.9313","0.0208","320","480"
"0.9708","0.0028","360","540"
"","","",""
"0.4411","0.5713","360","592"
"","","",""
"0.3983","0.5244","600","1024"
"","","",""
"0.7235","0.4942","320","570"
"0.9823","0.0025","451","800"
"","","",""
"","","",""
"0.5293","0.8986","1024","552"
"","","",""
"0.9917","0.2556","360","540"
"","","",""
"","","",""
"0.8444","0.0938","360","640"
"0.0520","0.0175","320","534"
"0.0675","0.8317","400","600"
"0.9875","0.6458","320","480"
"0.5633","0.5166","600","1024"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.5813","0.8330","320","533"
"0.8167","0.8691","600","1024"
"0.9611","0.0906","360","640"
"","","",""
"0.7694","0.7703","360","640"
"","","",""
"","","",""
"0.4083","0.5338","360","592"
"","","",""
"","","",""
"0.1281","0.4728","320","533"
"","","",""
"","","",""
"","","",""
"0.8585","0.0321","360","592"
"0.8571","0.8709","360","592"
"0.5191","0.9139","524","569"
"","","",""
"0.5643","0.5502","360","640"
"","","",""
"0.0469","0.6961","320","533"
"","","",""
"0.8217","0.4826","600","976"
"","","",""
"","","",""
"","","",""
"","","",""
"0.8173","0.9426","239","360"
"","","",""
"0.8906","0.5625","640","336"
"","","",""
"0.3383","0.0361","600","1024"
"","","",""
"","","",""
"","","",""
"0.0204","0.7995","360","592"
"","","",""
"0.6259","0.2717","572","460"
"","","",""
"","","",""
"","","",""
"","","",""
"0.3150","0.1045","600","1024"
"0.9098","0.9072","360","592"
"0.6271","0.1514","320","480"
"0.6750","0.6248","320","533"
"0.1054","0.1506","600","976"
"0.6550","0.5645","600","1024"
"","","",""
"","","",""
"","","",""
"","","",""
"0.8889","0.9719","360","640"
"","","",""
"","","",""
"0.2858","0.4758","360","640"
"","","",""
"","","",""
"","","",""
"0.9476","0.0457","572","460"
"0.7947","0.0503","360","616"
"0.5282","0.7578","602","962"
"","","",""
"0.4917","0.8604","600","1024"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.5125","0.6667","320","534"
"","","",""
"","","",""
"","","",""
"0.3333","0.7016","360","640"
"0.8611","0.8781","360","640"
"0.4400","0.5684","600","1024"
"","","",""
"","","",""
"0.5389","0.3844","360","640"
"0.3681","0.1617","360","640"
"0.5000","0.8172","360","640"
"","","",""
"0.0406","0.1445","320","533"
"","","",""
"","","",""
"","","",""
"0.0541","0.7693","320","534"
"","","",""
"","","",""
"","","",""
"0.6362","0.4754","640","336"
"0.9958","0.0212","360","540"
"","","",""
"","","",""
"0.1437","0.8912","320","533"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.3389","0.7539","320","522"
"","","",""
"0.8406","0.3396","320","533"
"0.2981","0.6771","360","640"
"","","",""
"0.9044","0.9428","320","570"
"0.3929","0.6496","320","534"
"","","",""
"0.9806","0.1194","360","640"
"","","",""
"0.5563","0.0188","320","533"
"","","",""
"","","",""
"","","",""
"0.8502","0.0343","360","640"
"","","",""
"0.0375","0.8227","360","640"
"","","",""
"0.5978","0.4879","360","640"
"0.3222","0.7214","360","639"
"","","",""
"","","",""
"","","",""
"0.3035","0.8292","320","534"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.5514","0.9440","360","616"
"","","",""
"0.9844","0.7900","640","1019"
"0.9986","0.0026","360","568"
"","","",""
"","","",""
"0.1393","0.8236","320","570"
"0.8898","0.3237","360","592"
"0.0000","0.1132","360","592"
"0.2399","0.0971","360","592"
"","","",""
"","","",""
"0.4840","0.8816","360","540"
"","","",""
"","","",""
"","","",""
"0.1133","0.5943","600","976"
"0.9375","0.1000","320","480"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.0362","0.3547","800","1280"
"","","",""
"","","",""
"","","",""
"0.3833","0.6172","360","640"
"","","",""
"","","",""
"","","",""
"","","",""
"0.8585","0.6184","360","597"
"0.5472","0.6312","360","640"
"","","",""
"","","",""
"0.9521","0.1050","480","600"
"","","",""
"0.3528","0.4766","360","640"
"0.9265","0.0157","360","540"
"","","",""
"0.5900","0.6865","600","1024"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.8780","0.1057","360","592"
"0.3812","0.8068","320","533"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.1622","0.8100","320","522"
"","","",""
"","","",""
"0.5222","0.6859","360","640"
"","","",""
"0.2969","0.3396","320","533"
"","","",""
"0.6500","0.7378","320","534"
"","","",""
"","","",""
"0.9734","0.0562","564","516"
"","","",""
"0.4854","0.6785","360","592"
"","","",""
"","","",""
"0.3278","0.9797","360","592"
"","","",""
"0.3594","0.5141","320","533"
"0.0375","0.6417","320","533"
"0.5285","0.5567","600","976"
"0.1012","0.3705","360","592"
"","","",""
"0.3889","0.6188","360","640"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.7806","0.3344","360","640"
"0.9163","0.7758","800","1280"
"","","",""
"0.9544","0.0236","598","336"
"","","",""
"0.3306","0.3797","360","640"
"","","",""
"","","",""
"0.4549","0.8372","360","592"
"0.9287","0.2768","800","1232"
"0.5557","0.6812","360","640"
"","","",""
"","","",""
"","","",""
"0.4438","0.7174","360","640"
"","","",""
"","","",""
"0.0111","0.7625","360","640"
"0.9444","0.0600","360","567"
"","","",""
"0.6602","0.4405","360","592"
"","","",""
"0.3719","0.1201","320","533"
"","","",""
"0.0569","0.8055","360","640"
"0.9165","0.7413","320","534"
"","","",""
"0.4889","0.8870","360","540"
"0.9415","0.0638","320","534"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.5611","0.7359","360","640"
"","","",""
"","","",""
"","","",""
"0.1861","0.9141","360","640"
"","","",""
"","","",""
"","","",""
"0.4594","0.5366","320","533"
"","","",""
"","","",""
"0.4854","0.8507","360","592"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.8694","0.2844","360","640"
"0.6094","0.1895","320","533"
"","","",""
"","","",""
"","","",""
"0.4954","0.1695","360","592"
"","","",""
"","","",""
"","","",""
"","","",""
"0.1481","0.0896","360","640"
"0.1783","0.0236","600","976"
"","","",""
"","","",""
"0.2889","0.8469","360","640"
"0.3763","0.2751","600","976"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.9406","0.4401","320","534"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.6219","0.2664","320","533"
"0.4083","0.8812","360","640"
"","","",""
"","","",""
"0.5875","0.3058","320","533"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.6200","0.4072","600","1024"
"0.9388","0.0000","441","783"
"","","",""
"","","",""
"","","",""
"","","",""
"0.5750","0.6344","360","640"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.0467","0.6953","600","1024"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.4125","0.1264","320","522"
"","","",""
"","","",""
"","","",""
"","","",""
"0.5778","0.6149","360","592"
"","","",""
"0.8125","0.0863","320","533"
"0.5611","0.4953","360","640"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.0333","0.8317","320","534"
"","","",""
"0.0453","0.8371","640","1019"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.2695","0.0549","800","1280"
"","","",""
"0.3329","0.1265","360","640"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.0417","0.7588","600","1024"
"","","",""
"","","",""
"","","",""
"","","",""
"0.8861","0.5766","360","640"
"0.0437","0.3891","320","522"
"","","",""
"0.2306","0.0372","360","592"
"0.3844","0.1854","320","480"
"0.8625","0.2439","320","533"
"","","",""
"","","",""
"","","",""
"0.4799","0.6468","360","594"
"0.3243","0.8429","320","534"
"","","",""
"","","",""
"","","",""
"0.3125","0.8352","320","534"
"0.0172","0.7859","600","976"
"0.3889","0.1436","360","592"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.4063","0.2272","320","427"
"0.2219","0.5704","320","533"
"","","",""
"0.3361","0.5703","360","640"
"","","",""
"0.3281","0.6679","320","533"
"","","",""
"0.9719","0.9491","320","570"
"","","",""
"","","",""
"0.2361","0.1199","360","592"
"","","",""
"","","",""
"","","",""
"0.5589","0.9126","360","640"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.3125","0.4559","320","533"
"0.5284","0.6721","360","640"
"","","",""
"0.1500","0.9795","600","1024"
"","","",""
"","","",""
"","","",""
"0.3845","0.5276","360","592"
"","","",""
"0.9751","0.9904","320","480"
"","","",""
"","","",""
"0.1717","0.4775","600","1024"
"","","",""
"0.5120","0.6224","360","640"
"","","",""
"","","",""
"","","",""
"0.9519","0.0000","540","960"
"0.4817","0.0200","451","801"
"","","",""
"0.9771","0.0703","480","526"
"","","",""
"0.9917","0.7094","360","640"
"0.9606","0.1763","533","295"
"","","",""
"","","",""
"0.9722","0.8880","360","616"
"","","",""
"0.2667","0.1016","360","640"
"","","",""
"0.3467","0.1711","360","616"
"0.1078","0.2917","640","360"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.0146","0.3674","320","522"
"0.3538","0.4004","360","640"
"0.5125","0.6060","320","533"
"0.4898","0.9236","360","615"
"0.5056","0.9250","360","640"
"","","",""
"0.9719","0.0375","320","480"
"","","",""
"0.3306","0.1143","406","722"
"","","",""
"","","",""
"0.5486","0.5853","360","592"
"","","",""
"","","",""
"","","",""
"0.3867","0.6016","320","570"
"","","",""
"0.1219","0.0651","320","522"
"","","",""
"0.4906","0.9437","640","994"
"","","",""
"","","",""
"","","",""
"0.7685","0.0260","360","640"
"0.0763","0.2886","360","592"
"0.3815","0.8073","360","640"
"0.5398","0.6729","360","640"
"0.9991","0.0366","360","592"
"0.3703","0.2857","360","640"
"","","",""
"0.5354","0.3241","360","592"
"0.1500","0.9953","360","640"
"0.9625","0.6258","360","640"
"","","",""
"0.6216","0.9514","320","534"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.8524","0.6297","320","570"
"0.5583","0.5687","360","640"
"0.5451","0.5089","360","592"
"","","",""
"","","",""
"0.4657","0.3535","320","567"
"0.9550","0.0063","800","1280"
"","","",""
"","","",""
"0.3264","0.5572","320","570"
"","","",""
"","","",""
"","","",""
"0.2861","0.5047","360","640"
"","","",""
"0.5449","0.5325","320","534"
"","","",""
"","","",""
"0.5437","0.6323","360","640"
"","","",""
"","","",""
"","","",""
"0.9194","0.7422","360","640"
"0.0750","0.1388","320","533"
"","","",""
"0.2682","0.1318","768","1024"
"","","",""
"","","",""
"","","",""
"0.4531","0.0917","320","480"
"","","",""
"","","",""
"0.4050","0.6776","360","640"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.3438","0.4690","320","533"
"","","",""
"0.3317","0.2256","600","1024"
"","","",""
"0.2903","0.1180","360","640"
"0.4375","0.8917","320","480"
"","","",""
"","","",""
"0.6200","0.9814","600","1024"
"0.9922","0.5833","640","336"
"0.6408","0.6230","360","640"
"","","",""
"","","",""
"0.5417","0.6641","360","640"
"","","",""
"","","",""
"0.6588","0.2022","360","640"
"0.4990","0.8928","320","480"
"","","",""
"","","",""
"","","",""
"0.1219","0.8818","320","533"
"","","",""
"0.0894","0.0038","320","522"
"0.1068","0.2717","360","594"
"","","",""
"","","",""
"","","",""
"","","",""
"0.9986","0.0272","360","568"
"0.8142","0.0263","320","534"
"","","",""
"0.2025","0.9766","360","640"
"0.2188","0.8953","800","1280"
"0.8919","0.0100","320","534"
"","","",""
"","","",""
"","","",""
"0.5024","0.4954","768","1024"
"","","",""
"0.5500","0.5615","600","1024"
"","","",""
"","","",""
"0.1748","0.2607","360","640"
"0.4069","0.8792","360","592"
"","","",""
"0.0000","0.4521","320","522"
"","","",""
"0.0694","0.8359","360","640"
"","","",""
"0.9875","0.0563","320","533"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.0688","0.7875","320","480"
"","","",""
"","","",""
"","","",""
"0.1898","0.1458","360","640"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.1350","0.7930","600","976"
"0.7312","0.6458","320","480"
"","","",""
"","","",""
"0.5073","0.8355","320","522"
"0.6900","0.4324","600","976"
"0.1167","0.2000","360","640"
"","","",""
"","","",""
"0.4750","0.6304","320","533"
"0.1833","0.9033","600","1024"
"0.5094","0.6721","320","427"
"","","",""
"","","",""
"0.5010","0.6463","320","534"
"","","",""
"0.0344","0.7129","320","533"
"","","",""
"","","",""
"0.4551","0.7500","320","534"
"0.9946","0.0041","550","976"
"","","",""
"0.1761","0.9532","360","640"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.1000","0.1667","320","480"
"0.3000","0.8883","480","806"
"0.9383","0.2891","600","1024"
"0.3194","0.1301","360","592"
"","","",""
"0.8889","0.8484","360","640"
"0.2505","0.3375","320","534"
"","","",""
"","","",""
"0.4306","0.6469","360","640"
"","","",""
"0.8025","0.0873","320","534"
"","","",""
"","","",""
"0.0167","0.4359","360","640"
"","","",""
"0.5000","0.6435","320","533"
"","","",""
"0.3306","0.7125","360","640"
"","","",""
"","","",""
"0.8250","0.0432","320","533"
"","","",""
"0.4278","0.6172","360","640"
"","","",""
"","","",""
"0.8417","0.9172","360","592"
"0.0500","0.6934","600","1024"
"","","",""
"0.5069","0.4831","360","640"
"0.5200","0.3545","600","1024"
"0.0583","0.4949","360","592"
"","","",""
"0.1850","0.0488","600","1024"
"0.9958","0.1531","320","522"
"0.0967","0.9385","600","1024"
"","","",""
"0.4216","0.6667","360","592"
"0.2167","0.5591","360","592"
"0.0417","0.9463","320","534"
"","","",""
"0.5257","0.6498","360","592"
"0.5093","0.5646","360","640"
"0.6719","0.7411","320","533"
"","","",""
"0.2750","0.5375","320","480"
"","","",""
"","","",""
"","","",""
"0.9111","0.0906","360","640"
"0.1500","0.0625","360","640"
"0.0000","0.6098","360","592"
"","","",""
"","","",""
"0.6467","0.5391","600","1024"
"","","",""
"","","",""
"","","",""
"","","",""
"0.3996","0.1187","360","640"
"","","",""
"","","",""
"0.7087","0.8515","360","592"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.1497","0.8300","320","499"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.1983","0.0420","600","1024"
"","","",""
"0.6906","0.0769","320","533"
"","","",""
"0.5444","0.9563","360","640"
"","","",""
"0.2139","0.0980","360","592"
"","","",""
"0.1954","0.0393","600","976"
"","","",""
"0.5519","0.1292","360","640"
"","","",""
"","","",""
"0.4556","0.9125","360","640"
"","","",""
"","","",""
"","","",""
"","","",""
"0.5062","0.6585","320","533"
"","","",""
"0.0281","0.0229","320","480"
"","","",""
"0.5375","0.7963","320","427"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.5000","0.5079","320","567"
"0.0556","0.7516","360","640"
"","","",""
"0.3817","0.1363","600","976"
"","","",""
"0.8460","0.0675","360","592"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.4100","0.5898","600","1024"
"","","",""
"0.5728","0.7900","360","640"
"0.8688","0.8766","800","1280"
"0.1926","0.3333","360","640"
"","","",""
"0.7667","0.7541","600","976"
"0.7656","0.4583","320","480"
"0.3541","0.7785","320","570"
"0.2067","0.6992","600","1024"
"0.0796","0.6167","360","640"
"0.8669","0.4691","360","592"
"","","",""
"0.6014","0.9852","360","640"
"0.3069","0.6925","320","534"
"0.0130","0.1521","360","640"
"0.9953","0.1629","640","1019"
"0.9986","0.0167","360","568"
"","","",""
"0.3347","0.1097","320","534"
"0.1746","0.0998","320","534"
"","","",""
"0.2435","0.1120","360","640"
"0.5156","0.6079","320","533"
"","","",""
"0.1625","0.0281","320","533"
"0.7194","0.6094","360","640"
"","","",""
"0.2340","0.1046","360","640"
"","","",""
"0.5065","0.3651","360","640"
"","","",""
"","","",""
"0.0569","0.5367","360","640"
"","","",""
"0.3156","0.9400","320","533"
"","","",""
"0.3433","0.1465","600","1024"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.9141","0.2889","640","360"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.5139","0.6486","360","592"
"0.8611","0.9359","360","640"
"0.4938","0.9441","480","752"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.1906","0.7903","320","534"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.0950","0.8105","600","976"
"","","",""
"","","",""
"0.6893","0.6380","360","592"
"0.9533","0.0500","600","900"
"","","",""
"","","",""
"0.8972","0.4406","360","640"
"","","",""
"","","",""
"0.2986","0.7156","360","640"
"0.2313","0.2708","320","480"
"0.5230","0.5563","564","480"
"0.8141","0.5334","360","592"
"","","",""
"","","",""
"0.5417","0.6148","360","540"
"","","",""
"0.7000","0.3828","600","1024"
"","","",""
"","","",""
"","","",""
"","","",""
"0.2396","0.1913","601","962"
"0.4813","0.6380","360","592"
"0.9063","0.0038","320","533"
"","","",""
"","","",""
"0.5770","0.4718","360","592"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"0.9100","0.0322","600","1024"
"","","",""
"","","",""
"","","",""
"0.3292","0.1148","360","640"
"","","",""
"","","",""
"","","",""
"0.4400","0.7684","800","1019"
"0.4078","0.5106","360","592"
"","","",""
"","","",""
"0.2352","0.1698","360","640"
"0.5417","0.5576","600","1024"
"0.8778","0.0484","360","640"
"","","",""
"0.4969","0.6904","320","570"
